key,benchmark,question,gold_answer,selection_reason,double_label_required,proposed_temporal_type,independent_temporal_type,proposed_gold_fact_ids,independent_gold_fact_ids,proposed_conflict_fact_ids,independent_conflict_fact_ids,type_exact_match,gold_ids_exact_match,conflict_ids_exact_match,proposed_label_valid,independent_gold_conflict_overlap,confidence,model_assisted_fully_upheld,author_signoff_required,independent_notes
locomo::conv-42_qa029,locomo,When is Joanna going to make Nate's ice cream for her family?,"The weekend of 24June, 2022.",mixed_method_outcomes,false,historical-state,historical-state,item_cbd82196539dc06c;item_d2f0a77ef667e5a1,item_cbd82196539dc06c;item_d2f0a77ef667e5a1,item_2eaad62cfcbab0cc;item_5f46daca766f207f;item_749cfc6f97a5bddc;item_a8233be32d156dd5;item_a962452ac1562031;item_ab7b883e0d2aef64,item_2eaad62cfcbab0cc;item_5f46daca766f207f;item_749cfc6f97a5bddc;item_a8233be32d156dd5;item_a962452ac1562031;item_ab7b883e0d2aef64,True,True,True,True,,high,True,False,"Gold facts confirm Nate made vegan ice cream on June 17, 2022, supporting the weekend of June 24, 2022. Conflicts involve unrelated ice cream events or plans not tied to the target date. No direct contradiction on the target weekend. All facts align with historical-state type."
locomo::conv-42_qa033,locomo,When did someone write Joanna a touching letter?,"The week before 14August, 2022.",mixed_method_outcomes,false,ordering,historical-state,item_2c89082b0195c7e9;item_cdfb2f0df58a3969,item_2c89082b0195c7e9;item_cdfb2f0df58a3969,,,False,True,True,True,,high,False,True,"The gold facts directly support the answer: a letter was received during the week of August 7, 2022, which aligns with 'the week before 14 August 2022'. No conflicting facts about the same event exist. The question asks for a specific time, fitting historical-state. The proposed 'ordering' type is incorrect."
locomo::conv-42_qa041,locomo,When did Joanna make a chocolate tart with raspberries?,"5 October, 2022",mixed_method_outcomes,false,historical-state,historical-state,fact_b24a147aa1d42fdd;item_0cefc708bc72f13f,fact_b24a147aa1d42fdd;item_0cefc708bc72f13f,fact_153caaf980b06715;fact_355d1dc418aabfcf;item_65b85455fc13c0e2;item_a0b5d80aa3621a53;item_b915c0864b0ace6b;item_fcdc46318367e43c,fact_153caaf980b06715;fact_355d1dc418aabfcf;item_65b85455fc13c0e2;item_a0b5d80aa3621a53;item_b915c0864b0ace6b;item_fcdc46318367e43c,True,True,True,True,,high,True,False,"Gold facts directly confirm the tart was made on October 5, 2022. Conflicts describe similar desserts (e.g., cake, cupcakes) on other dates, but not the same tart. No fact contradicts the target event's date. All facts are topically relevant but only two support the gold answer. No evidence of ordering, duration, or current-vs-old comparison."
locomo::conv-42_qa054,locomo,When was Joanna's second movie script shown on the big screens?,"The Sunday before 25October, 2022.",mixed_method_outcomes,false,ordering,historical-state,fact_06c8087343fc659f;item_031ed6195763195f;item_a3bf402e40c5bb00,fact_06c8087343fc659f;item_031ed6195763195f,fact_06137e99e7e81ef9;fact_b462ec2efe8841c1;fact_e77291a801145502;item_6714808a0ab2a63b;item_a53a54b385ef64d7;item_b9ce82b7b273c430,item_6714808a0ab2a63b;item_a53a54b385ef64d7;item_b9ce82b7b273c430,False,False,False,True,,high,False,True,"The gold facts identify the first big-screen premiere of Joanna's script on October 23, 2022, directly supporting the target event. The conflict facts mention later dates (Nov 7–11, 2022) for related actions, creating temporal inconsistency. The question asks for a specific date, not order or duration. The proposed 'ordering' type is incorrect; the correct bucket is 'historical-state' for a single dated event."
locomo::conv-42_qa072,locomo,When did Joanna plan on going to Nate's to watch him play with his turtles?,"10 November, 2022",mixed_method_outcomes,false,historical-state,historical-state,fact_1dd2aabbcd28ed29;fact_33135455d5d7bf98;fact_b3430541edad1b07;item_66044f38b1943a73;item_71a33ed37392956a;item_9f1971d35919b607;item_e3a5b7361c6cbb30,fact_1dd2aabbcd28ed29;fact_33135455d5d7bf98;fact_b3430541edad1b07;item_0d0568ba48b3bc27;item_66044f38b1943a73;item_71a33ed37392956a;item_9f1971d35919b607,fact_d1bd3c4b0d338b56;fact_ef1e068f6a2af62b;item_0d0568ba48b3bc27;item_bea94e7f507f6203;item_de4c54c57077fa28,fact_d1bd3c4b0d338b56;fact_ef1e068f6a2af62b;item_0d0568ba48b3bc27;item_bea94e7f507f6203;item_de4c54c57077fa28,True,False,True,False,item_0d0568ba48b3bc27,low,False,True,"Conflicts include fact_d1bd3c4b0d338b56 (Feb 7, 2022) and fact_ef1e068f6a2af62b (Apr 21, 2022), which are irrelevant to the visit plan. item_0d0568ba48b3bc27 (Mar 18, 2022) is not a conflict. Gold list includes redundant duplicates and one conflict. Only facts with Nov 9–10, 2022 dates support the gold answer. Corrected gold: 5 facts; conflict: 0 valid. Temporal type should be 'historical-state' but gold/conflict lists are invalid."
locomo::conv-43_qa020,locomo,Which city was John in before traveling to Chicago?,Seattle,all_methods_wrong,false,ordering,current-vs-old,fact_45d752efeced2f7c;item_7b2e8d3be044200b;item_df8fd592342bb3f9,fact_45d752efeced2f7c;item_7b2e8d3be044200b;item_df8fd592342bb3f9,,item_4e1797bbe6522b75;item_827ecada634140c0;item_88481d6da9dc7919,False,True,False,True,,high,False,True,"Gold facts confirm John's positive association with Seattle as of July 16, 2023. Conflict facts indicate Chicago visit (Aug 11, 2023) and Seattle-related activities post-visit, implying Seattle was prior. Ordering is not required; the question contrasts states before/after Chicago. Current-vs-old fits best."
locomo::conv-43_qa039,locomo,What year did Tim go to the Smoky Mountains?,2022,mixed_method_outcomes,false,historical-state,historical-state,item_6b6854e1c200ce0e,item_6b6854e1c200ce0e,,,True,True,True,True,,high,True,False,"The gold fact directly states Tim's trip to the Smoky Mountains in 2022, matching the gold answer. No other fact contradicts this date for the same event. Other facts are about different trips, interests, or times, and do not conflict. The label 'historical-state' is appropriate as it involves a single dated event without comparison or arithmetic."
locomo::conv-43_qa046,locomo,Where was Tim in the week before 16 November 2023?,UK,mixed_method_outcomes,false,ordering,historical-state,item_283dd1b56103e11d;item_80cb7a653c1106a2,item_283dd1b56103e11d;item_80cb7a653c1106a2,,,False,True,True,True,,high,False,True,"The question asks for Tim's location one week before 16 November 2023, which is 9–15 November 2023. Fact 'item_283dd1b56103e11d' states Tim visited the UK on 10 November 2023, directly supporting the gold answer. Fact 'item_80cb7a653c1106a2' confirms Tim was busy with exams during the week of 16 November, consistent with being in the UK earlier. No conflicting facts exist. The temporal type is historical-state, not ordering."
locomo::conv-43_qa047,locomo,When did John get married at a greenhouse?,last week of September 2023,all_methods_wrong,true,current-vs-old,historical-state,item_696a45cf60711e08;item_699e3714e9cabf9b;item_eb7ebd4d827556e3;item_f51559466526d34e,item_696a45cf60711e08;item_699e3714e9cabf9b;item_eb7ebd4d827556e3;item_f51559466526d34e,item_92639ba9cc8c0e42;item_eeeb2dcf5df6cfd1,item_92639ba9cc8c0e42;item_eeeb2dcf5df6cfd1,False,True,True,True,,high,False,True,"Gold facts confirm the wedding occurred in late September 2023 at a greenhouse. Conflict facts state marriage as of November 2023 and a December photoshoot, but do not contradict the date of the event. The question asks for a specific time, fitting historical-state. No ordering, duration, or current-vs-old comparison is required."
locomo::conv-43_qa054,locomo,When did John take a trip to the Rocky Mountains?,2022,mixed_method_outcomes,false,historical-state,historical-state,item_2a7a5239aee02d68;item_6b6854e1c200ce0e,item_2a7a5239aee02d68,fact_dc3e44c210bd664d,fact_dc3e44c210bd664d,True,False,True,True,,high,False,True,Only 'item_2a7a5239aee02d68' directly supports the gold answer (2022). 'fact_dc3e44c210bd664d' conflicts by placing the trip in Dec 2023. 'item_6b6854e1c200ce0e' is irrelevant (Smoky Mountains). The rest are unrelated or lack temporal specificity. Temporal type 'historical-state' is appropriate for a single dated event.
locomo::conv-43_qa069,locomo,When will Tim leave for Ireland?,"February, 2024",mixed_method_outcomes,false,historical-state,historical-state,fact_40044a3f0e79ccba;item_0abcd095d346b5f4,fact_40044a3f0e79ccba;item_0abcd095d346b5f4,,,True,True,True,True,,high,True,False,"The gold facts directly state Tim's plan to go to Ireland in February 2024, aligning with the gold answer. The duplicate IDs refer to the same fact. No conflicting facts exist; other events are unrelated or in the past. The temporal type 'historical-state' is appropriate as the question asks for a specific future date tied to a plan."
locomo::conv-44_qa005,locomo,When did Audrey see a hummingbird?,first week of May 2023,all_methods_wrong,false,ordering,historical-state,item_0500e26422491f7e;item_431f3ce9dcc020d9,fact_12865f1a62ee1e01;item_20250916cfef723e,,,False,False,True,True,,high,False,True,"The gold facts directly state Audrey observed a hummingbird during the week of April 26, 2023, aligning with the gold answer of first week of May 2023. The proposed gold facts are irrelevant. The conflict list is empty, which is valid as no conflicting date is present. The temporal type is historical-state, as the question asks for a specific past time when an event occurred."
locomo::conv-44_qa010,locomo,When did Audrey's positive reinforcement training course for dogs take place?,"June, 2023",mixed_method_outcomes,true,historical-state,historical-state,item_2790a25ffaa0bba5;item_be0e43befd30e96e,item_2790a25ffaa0bba5;item_be0e43befd30e96e,fact_1154d42659ecfaf4;fact_3450ea9aa0d7e50b;fact_48ade0de394e34d4;fact_6fe3b4383a0c5973;item_e0a64cbaa45354a5;item_e27dfbcce8c24b68,fact_1154d42659ecfaf4;fact_3450ea9aa0d7e50b;fact_48ade0de394e34d4;fact_6fe3b4383a0c5973;item_e0a64cbaa45354a5;item_e27dfbcce8c24b68,True,True,True,True,,high,True,False,"Gold facts directly state Audrey signed up for a June 2023 workshop and expressed interest in positive reinforcement training on May 11, 2023. Conflicts include multiple facts about training activities post-May 11, 2023, which imply ongoing or later training but do not contradict the June 2023 date. No facts contradict the June 2023 date directly. All facts are topically relevant and consistent with historical-state classification."
locomo::conv-44_qa022,locomo,Where did Andrew go during the first weekend of August 2023?,camping with girlfriend,all_methods_wrong,false,ordering,historical-state,fact_d8fe36d8b0a65fb1;item_45e7887381aaf8b3;item_6dfe3e51afc3a0e3;item_a9787ab464fb8e8a,fact_d8fe36d8b0a65fb1;item_45e7887381aaf8b3;item_6dfe3e51afc3a0e3;item_a9787ab464fb8e8a,,,False,True,True,True,,high,False,True,"The question asks for a specific location during a defined time window. The gold facts directly confirm Andrew was camping with his girlfriend during the first weekend of August 2023. The duplicate IDs refer to the same event. No conflicting facts exist. The temporal type is historical-state, not ordering."
locomo::conv-44_qa055,locomo,When did Andrew make his dogs a fun indoor area?,"few days before November 22, 2023",all_methods_wrong,false,ordering,historical-state,fact_d23d439244bd54af;item_06544fb3ac130cd2;item_30703760ffe974b2;item_6f1b5be68f073537;item_93c65a245d6587d0;item_e2a7c405a0b2b007,fact_d23d439244bd54af;item_06544fb3ac130cd2;item_30703760ffe974b2;item_6f1b5be68f073537;item_93c65a245d6587d0;item_e2a7c405a0b2b007,fact_2d79da7ca35ce7bd;fact_eacf2f2249a4850f;item_256b6d29c204bdf4;item_3afe9f551bc08864,fact_2d79da7ca35ce7bd;fact_eacf2f2249a4850f;item_256b6d29c204bdf4;item_3afe9f551bc08864,False,True,True,True,,high,False,True,"Gold facts establish the timeline around dog adoption and care priorities near Nov 22, 2023. Conflicts involve earlier statements about dogs not directly tied to the indoor area. No ordering, duration, or current-vs-old operations are required. The question asks for a specific time frame, best captured as historical-state."
locomo::conv-44_qa057,locomo,When did Andrew adopt Scout?,few days before November 2023,mixed_method_outcomes,false,ordering,historical-state,fact_69b2c6ee3fb002e9;fact_864c6973e928913f;item_06544fb3ac130cd2;item_50112c0a4d691a0d,fact_69b2c6ee3fb002e9;fact_864c6973e928913f;item_06544fb3ac130cd2;item_50112c0a4d691a0d,,,False,True,True,True,,high,False,True,"The gold facts directly establish Andrew adopted Scout a few days before November 22, 2023. The proposed conflict list is empty, which is valid as no conflicting dates or states are present. The temporal type is correctly historical-state, as the question asks for a specific past time point with no need for comparison or arithmetic."
locomo::conv-47_qa021,locomo,When did John first organize a charity tournament with his friends?,"May 7, 2022",mixed_method_outcomes,false,ordering,historical-state,fact_4015b3d9e39f0db3;fact_4e070905e7e602c8;fact_7fa8f814f07cbbbd;fact_b28c4047dd1fd2ac;item_8f6f97b92f843875;item_f221fdb4dbe62f4b,fact_4015b3d9e39f0db3;fact_4e070905e7e602c8;fact_7fa8f814f07cbbbd;fact_b28c4047dd1fd2ac;item_8f6f97b92f843875;item_cf0e459e7568403b;item_f221fdb4dbe62f4b,fact_9e3f498dc0e19e14;fact_eaa069c741f2b9c0;item_304c01f3eedbf045;item_3e2e7d245d585558,fact_9e3f498dc0e19e14;fact_eaa069c741f2b9c0;item_304c01f3eedbf045;item_3e2e7d245d585558,False,False,True,True,,high,False,True,"Gold facts directly support May 7, 2022, as the first charity tournament. Conflicts involve events on or around May 8, October 30, and October 31, 2022, which are later or ambiguous. No ordering or duration needed. Temporal type is historical-state, not ordering."
locomo::conv-47_qa037,locomo,When did John spend time with his sister and dogs?,"July 21, 2022",mixed_method_outcomes,true,historical-state,historical-state,fact_bd315043f0c7ce60;item_5e092aabddd44334;item_a9ffdd50403128e5,fact_bd315043f0c7ce60;item_5e092aabddd44334;item_96b26bfab571e732,,,True,False,True,True,,high,False,True,"Fact IDs 'fact_bd315043f0c7ce60' and 'item_5e092aabddd44334' both confirm John (not James) spent time with sister and dogs on July 21, 2022. 'item_96b26bfab571e732' supports the date via James's photo activity. No conflicting facts exist. 'item_a9ffdd50403128e5' is irrelevant (about James's childhood)."
locomo::conv-48_qa002,locomo,When did Deborah`s mother pass away?,a few years before 2023,all_methods_wrong,false,ordering,historical-state,item_568dd3ac81ace736,item_568dd3ac81ace736,fact_29bfcaf84f8b1f37;item_549ce6659e4480f5,fact_29bfcaf84f8b1f37;item_549ce6659e4480f5,False,True,True,True,,high,False,True,"Fact 'item_568dd3ac81ace736' states Deborah's friend passed away a few years ago, implying her mother's death was also a few years before 2023, aligning with gold answer. 'item_549ce6659e4480f5' and 'fact_29bfcaf84f8b1f37' assert mother's death without temporal context, conflicting with the 'a few years before 2023' timeframe. No other facts provide a specific date for the mother's death. The question seeks a single past event's timing, fitting 'historical-state'."
locomo::conv-48_qa012,locomo,When did Deborah receive an appreciation letter from her community?,"January 26, 2023",mixed_method_outcomes,false,historical-state,historical-state,fact_a4c360014ede9af2;item_6e42561de963c3b7,fact_a4c360014ede9af2;item_6e42561de963c3b7,,,True,True,True,True,,high,True,False,"The gold facts directly state Deborah received the appreciation letter on January 26, 2023, matching the gold answer. The duplicate fact IDs refer to the same event. No conflicting dates or states exist for the same event. All other facts are topically related but not conflicting. Temporal type 'historical-state' is appropriate for a single, directly stated date."
locomo::conv-48_qa021,locomo,"When do Jolene and her partner plan to complete the game ""Walking Dead""?","Saturday after 27 January, 2023",mixed_method_outcomes,false,ordering,historical-state,fact_efcc646040403e2a;item_6a716bf7230eca6d;item_c0f38a1a9a5e9dcd,fact_efcc646040403e2a;item_6a716bf7230eca6d;item_c0f38a1a9a5e9dcd,fact_1a0bd3aeaded0054;fact_7cdbcffad2ea6e7a;fact_87e5dcce209a5d17;item_5e6821b59a537ca2;item_915abc1a319a460e,fact_1a0bd3aeaded0054;fact_7cdbcffad2ea6e7a;fact_87e5dcce209a5d17;item_5e6821b59a537ca2;item_915abc1a319a460e,False,True,True,True,,high,False,True,"Gold facts confirm Jolene and her partner's plan to play 'Walking Dead' on February 4, 2023, with supporting context. Conflicts involve other gaming plans or activities but do not contradict the target event's date. No temporal reasoning beyond a direct lookup is needed. The proposed 'ordering' type is incorrect; this is a historical-state question."
locomo::conv-48_qa031,locomo,When was the last photo of Deborah and Karlie taken?,in summer 2022,high_heuristic_conflict,false,current-vs-old,historical-state,fact_bc5544c39fcdce09;item_6f8d1ac2d7ad38fd,fact_bc5544c39fcdce09;item_6f8d1ac2d7ad38fd,fact_664a24955b5754eb,fact_664a24955b5754eb,False,True,True,True,,high,False,True,"The gold facts directly state the last photo of Deborah and Karlie was in summer 2022. The conflict fact mentions a motorcycle photo but lacks a date and does not contradict the gold answer. No current-vs-old, ordering, or duration operations are needed. The question asks for a specific time, fitting historical-state."
locomo::conv-48_qa043,locomo,When did Deborah go for a bicycle ride with Anna?,"first week of April, 2023",mixed_method_outcomes,true,ordering,historical-state,item_a5eb025f06524aa8;item_e193d6cae59f052c,item_a5eb025f06524aa8;item_e193d6cae59f052c,,,False,True,True,True,,high,False,True,"The gold facts directly confirm Deborah attended an art show with Anna on April 9, 2023, aligning with the gold answer. No conflicting facts about the same event exist. The question asks for a specific time, fitting historical-state. Other facts are either irrelevant or describe different events."
locomo::conv-48_qa050,locomo,Which year did Jolene start practicing yoga?,2020,mixed_method_outcomes,false,historical-state,historical-state,fact_756a07b372d6f2a6;fact_a9dd832c9886236d;item_3152fc9e45aad5f6;item_dcb04c417a082cf9;item_e90daf17dd99a0a3,fact_756a07b372d6f2a6;fact_a9dd832c9886236d;item_3152fc9e45aad5f6;item_dcb04c417a082cf9;item_e90daf17dd99a0a3,fact_8efd66659fcff64f;item_143d9b60a2546add;item_747082faf304019a;item_c93347b1d75fece6;item_e9d8d60e95227f3a,fact_8efd66659fcff64f;item_143d9b60a2546add;item_747082faf304019a;item_c93347b1d75fece6;item_e9d8d60e95227f3a,True,True,True,True,,high,True,False,"Gold facts establish Jolene practiced yoga for ~3 years as of June 2023, supporting 2020 start. Conflict facts mention yoga practice at later dates but do not contradict the 2020 start. No direct conflict on start year. Historical-state is appropriate as the question asks for a single past date."
locomo::conv-48_qa052,locomo,When did Jolene lose a lot of progress in her work?,last week of July 2023,high_heuristic_conflict,false,current-vs-old,historical-state,fact_93d73d6678a649b0;item_0c518202b8da6e32,fact_93d73d6678a649b0;item_0c518202b8da6e32,,,False,True,True,True,,high,False,True,"The gold facts directly state Jolene lost all her work during the week of July 25, 2023, aligning with the gold answer. The duplicate fact IDs refer to the same event. No conflicting facts exist. The question asks for a specific time, fitting historical-state. Current-vs-old is incorrect as no comparison between states is required."
locomo::conv-48_qa055,locomo,Which pet did Jolene adopt more recently - Susie or Seraphim?,Seraphim,high_heuristic_conflict,false,current-vs-old,current-vs-old,fact_9f2410c4892794fd;item_0a84efd393b070d8;item_297a4f8724b53855;item_8f0793dcd3d69d7e;item_a1f65e3a606f4e79,fact_9f2410c4892794fd;item_0a84efd393b070d8;item_297a4f8724b53855;item_8f0793dcd3d69d7e;item_a1f65e3a606f4e79,fact_4d4cb8f7a57d5636;fact_9e1250c7543ff0c2;fact_b05c983b53e88bfd;fact_fc2e36b36bf7526d;item_a682f7d0f8423e38;item_e7dca52b1894dd6e,fact_4d4cb8f7a57d5636;fact_9e1250c7543ff0c2;fact_b05c983b53e88bfd;fact_fc2e36b36bf7526d;item_a682f7d0f8423e38;item_e7dca52b1894dd6e,True,True,True,True,,high,True,False,"Gold facts establish Seraphim's ownership as of early 2023 and current status. Conflicts involve Susie's adoption in 2021 vs. 2022, and inconsistent dates. All facts target the same pet adoption events with conflicting timelines. No additional gold or conflict facts needed. Temporal type correctly identifies comparison between current and past states."
locomo::conv-48_qa065,locomo,Which country was Jolene located in during the last week of August 2023?,Brazil,high_heuristic_conflict,false,current-vs-old,historical-state,item_b3686f4ebf49b554;item_c1df0a96235d9219,fact_6a18a39cee41db6c;fact_774fb57453a25984;fact_7bb225a520060b08;fact_85435350d7a2d17c;fact_8b6549c0cacf41a4;item_049975a71e13b9a9;item_09f33517695b3c9e;item_c1df0a96235d9219,,fact_a24f89bfb9526dc0;item_54e3239fc5e6bf4b,False,False,False,True,,high,False,True,"Gold facts confirm Jolene was in Rio de Janeiro, Brazil, during late August 2023. Conflict facts place her in Phuket or on a beach trip in early September, inconsistent with the last week of August. The question asks for a specific location at a past time, fitting historical-state. Current-vs-old is incorrect as no comparison to a prior state is needed."
locomo::conv-48_qa071,locomo,When did Deborah go to a community meetup?,last week of August 2023,high_heuristic_conflict,false,current-vs-old,historical-state,fact_470bcaabccd8c911;item_1567748661347925,fact_470bcaabccd8c911;item_1567748661347925,,,False,True,True,True,,high,False,True,"The gold answer specifies a precise date (last week of August 2023). Fact IDs fact_470bcaabccd8c911 and item_1567748661347925 both state Deborah attended a meetup on August 25, 2023, which falls within the last week of August 2023. No conflicting facts about the same event exist. The temporal type is correctly historical-state, as it involves a direct lookup of a specific past event."
locomo::conv-49_qa022,locomo,When Evan did meet his future wife?,"week before August 7, 2023.",all_methods_wrong,false,ordering,historical-state,item_3d1fb10a6baf1452;item_9b50a5b2af9a70ae,item_3d1fb10a6baf1452;item_9b50a5b2af9a70ae,,,False,True,True,True,,high,False,True,"The question asks for a specific time frame (week before August 7, 2023) when Evan met his future wife. The gold facts confirm his positive experience with a female companion and prior health issues before August 7, 2023, supporting the temporal context. No conflicting facts about the meeting time exist. The proposed 'ordering' type is incorrect; this is a historical-state query. The gold facts are valid and sufficient. No conflicts are present."
locomo::conv-49_qa023,locomo,When did Sam start working out at the gym?,"July 28, 2023",mixed_method_outcomes,false,historical-state,historical-state,fact_a09ee77da278a46b;fact_f0c92b91a0c798fc;item_aa46c9c520b63c70;item_e6c8d3d9c9392b01,fact_a09ee77da278a46b;fact_f0c92b91a0c798fc;item_aa46c9c520b63c70;item_e6c8d3d9c9392b01,,,True,True,True,True,,high,True,False,"The four gold facts consistently state Sam's plan to start gym workouts on July 28, 2023, with matching dates and intent. No conflicting facts assert a different start date for gym attendance. Other facts mention health efforts but not gym initiation. The label 'historical-state' is appropriate as the question asks for a specific past date with no comparison or arithmetic needed."
locomo::conv-49_qa053,locomo,When did Evan and Sam decide to paint together?,"Saturday after 11 September, 2023.",mixed_method_outcomes,false,ordering,historical-state,fact_22467a57d0f11920;fact_45f1ad7c38dd3df9;fact_6997e873b0b29ebb;fact_e0afc988f6c0cbf6;item_67f57b469a8009ce;item_83966f14c9fdc1ee,fact_22467a57d0f11920;fact_45f1ad7c38dd3df9;fact_6997e873b0b29ebb;fact_e0afc988f6c0cbf6;item_67f57b469a8009ce;item_83966f14c9fdc1ee,fact_09e2460bfb080265;fact_9a51d50f305fb632;item_a44c330b35df8951;item_ab28b0ac3e4d3745;item_b2834864bab97dcd;item_e75dc240f601258f,item_a44c330b35df8951;item_ab28b0ac3e4d3745;item_b2834864bab97dcd;item_e75dc240f601258f,False,True,False,True,,high,False,True,"Gold facts directly state or imply the painting plan on Saturday, September 16, 2023. Conflicts are plans for other future activities (Dec, Oct, Nov) that contradict the specific date. No ordering, duration, or current-vs-old comparison is needed. The question asks for a specific past date, fitting historical-state."
locomo::conv-49_qa066,locomo,When did Evan lose his job?,end of October 2023,mixed_method_outcomes,false,historical-state,historical-state,fact_5d6192def49cae08;item_08c4c5dbf2c471a9,fact_5d6192def49cae08;item_08c4c5dbf2c471a9,,,True,True,True,True,,high,True,False,"Both gold facts state Evan lost his job in October 2023, directly supporting the gold answer. No conflicting facts assert a different date for the job loss. The reference date is after October 2023, so 'historical-state' is appropriate. No other facts contradict the job loss timing."
locomo::conv-49_qa067,locomo,When did Evan and Sam planned a trip to the beach together?,"December, 2023",mixed_method_outcomes,false,historical-state,historical-state,fact_09e2460bfb080265;item_9b71b03ca4eac64d;item_a44c330b35df8951,fact_09e2460bfb080265;item_a44c330b35df8951,fact_b5edbf9c0e6e259b;item_2b177540254ed47f;item_67f57b469a8009ce;item_ab28b0ac3e4d3745;item_b2834864bab97dcd;item_e75dc240f601258f,item_67f57b469a8009ce;item_b2834864bab97dcd;item_e75dc240f601258f,True,False,False,True,,high,False,True,"Gold facts directly state a December 2023 trip plan. Conflict facts mention future or different past trips (e.g., September 2023, October 2023, future plans), contradicting the target date. 'item_9b71b03ca4eac64d' (Dec 31, 2023) is irrelevant to the trip planning date. Only two gold facts are needed; duplicates are consolidated. Conflicts are topically relevant but date-incompatible."
locomo::conv-49_qa073,locomo,When is Evan planning a big family reunion?,Summer 2024,mixed_method_outcomes,true,historical-state,historical-state,item_125801f941ed9671;item_e1a4465c03999bf3,item_125801f941ed9671;item_e1a4465c03999bf3,,,True,True,True,True,,high,True,False,"Both gold facts directly state Evan's plan for a summer 2024 family reunion, aligning with the gold answer. No conflicting dates or states are present. The proposed temporal type 'historical-state' is appropriate as the question asks for a planned future event with a specific time, and no comparison, order, or duration is required."
locomo::conv-49_qa079,locomo,When will Evan and his partner have their honeymoon in Canada?,February 2024,mixed_method_outcomes,false,historical-state,historical-state,item_0ca4ad5669685c74,item_0ca4ad5669685c74,fact_3e00161798f5aa01;item_ea0c4f8e34dda4e0,fact_3e00161798f5aa01;item_ea0c4f8e34dda4e0,True,True,True,True,,high,True,False,"Only item_0ca4ad5669685c74 directly supports the gold answer (February 2024). The other proposed gold and conflict facts are irrelevant or do not conflict on the target event. item_ea0c4f8e34dda4e0 and fact_3e00161798f5aa01 are not conflicts as they don't address the honeymoon timing. The correct temporal type is historical-state, as the question asks for a specific past/future date."
locomo::conv-50_qa000,locomo,When did Calvin first travel to Tokyo?,between 26 March and 20 April 2023,mixed_method_outcomes,true,ordering,historical-state,fact_1aa34e8a403bb43c;fact_81c83e470409d2c8;item_06ebc10e23dffaa2;item_6704b5bad178e78b;item_b75543e71e08c7ba;item_dcc5f6fcdd491b77,fact_1aa34e8a403bb43c;fact_81c83e470409d2c8;item_06ebc10e23dffaa2;item_6704b5bad178e78b;item_6b435ac046473fc9;item_dcc5f6fcdd491b77,fact_5dfe6a0da15b5ef3;item_82522e68282faf2f,fact_5dfe6a0da15b5ef3;item_82522e68282faf2f,False,False,True,True,,high,False,True,"Gold facts establish Calvin's first Tokyo visit between March 26 and April 20, 2023, via planned travel and attendance at events. Conflict facts propose later dates (Nov/Nov 2023), contradicting the gold answer. The question asks for a specific time window, fitting historical-state. No ordering, duration, or current-vs-old logic needed."
locomo::conv-50_qa012,locomo,When was Calvin's concert in Tokyo?,last week of May 2023,mixed_method_outcomes,true,current-vs-old,historical-state,fact_8654745cf55b5b51;fact_9344cf356c0dba8e;item_59e2e61cee710cd7;item_753a93cc9c7453c3;item_76a1e436e07e4ada,fact_8654745cf55b5b51;fact_9344cf356c0dba8e;item_59e2e61cee710cd7;item_753a93cc9c7453c3;item_76a1e436e07e4ada,item_02fc4602141fee17;item_4b24ead55a59c55d;item_4fe5de52be25c0f1;item_82522e68282faf2f;item_b198b9a06b02b0ab;item_dcc5f6fcdd491b77,item_02fc4602141fee17;item_4b24ead55a59c55d;item_4fe5de52be25c0f1;item_82522e68282faf2f;item_dcc5f6fcdd491b77,False,True,False,True,,high,False,True,"Gold facts directly support May 2023 as the concert month. Conflicts cite August or April 2023, contradicting the gold answer. No need for current-vs-old, ordering, or duration. Historical-state is correct; proposed type was incorrect but facts align with historical-state."
locomo::conv-50_qa031,locomo,Where was Dave in the last two weeks of August 2023?,San Francisco,all_methods_wrong,false,current-vs-old,historical-state,item_319af4fa5d846c21;item_db6e5bedbec96b01,item_319af4fa5d846c21,,item_db6e5bedbec96b01,False,False,False,True,,high,False,True,"The question asks for Dave's location during a specific past period (last two weeks of August 2023). Only item_319af4fa5d846c21 directly confirms he was in San Francisco on August 14, 2023, fitting historical-state. item_db6e5bedbec96b01 (Sept 1) is a later event and conflicts on location timing. Other facts are irrelevant or post-date the period. Current-vs-old is incorrect as no comparison between states is required."
locomo::conv-50_qa035,locomo,When did Calvin book flight tickets to Boston?,last week of August 2023,high_heuristic_conflict,false,current-vs-old,historical-state,fact_1823436e5c09183c;fact_1f55966869949de2;item_abd519edf8496778;item_e1741b2cde4c4e29,fact_1823436e5c09183c;fact_1f55966869949de2;item_abd519edf8496778;item_e1741b2cde4c4e29,,,False,True,True,True,,high,False,True,"The question asks for a specific time Calvin booked flight tickets, directly supported by facts stating booking during the week of August 26, 2023. The gold facts are consistent and directly answer the query. No conflicting facts exist; other facts refer to plans, past visits, or unrelated timelines. The proposed 'current-vs-old' type is incorrect; this is a direct historical-state query."
