key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::gpt4_468eb063::fact_37f9374309ad41f2,Qwen3-30B,gpt4_468eb063,temporal-reasoning,fact_37f9374309ad41f2,"The assistant emphasized that the goal of the coffee or tea journal is to develop mindful consumption and self-awareness regarding caffeine habits on April 11, 2023.",temporal_lazy_only,coffee or tea journal | mindful consumption | self-awareness,,False,coffee_or_tea_journal | mindful_consumption | self_awareness,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present. The fact mentions three salient expected entities: 'coffee_or_tea_journal' (a named product/work), 'mindful_consumption', and 'self_awareness' (both reusable concepts). However, since no entity keys are active, precision and recall cannot be evaluated in the standard way. The audit stratum is 'temporal_lazy_only', indicating that entity activation is not expected, so both verdicts are NOT_APPLICABLE."
Qwen3-4B::a96c20ee::fact_b1ccc4cd2df6dba2,Qwen3-4B,a96c20ee,multi-session,fact_b1ccc4cd2df6dba2,"The assistant listed the Levano Lila as a high-end baby monitor with a 5"" touchscreen, wide-angle lens, remote pan/tilt, zoom, temperature sensors, humidity tracking, and a built-in music player on May 22, 2023.",multi_session_active,"Levano Lila | 5"" touchscreen | wide-angle lens | remote pan/tilt | zoom | temperature sensors | humidity tracking | music player",zoom,True,"Levano Lila | baby monitor | 5"" touchscreen",PARTIAL,FAIL,high,"The active entity 'zoom' is a feature of the Levano Lila but is not a salient expected entity on its own; it is an attribute rather than a reusable, standalone entity. The expected entity 'Levano Lila' is missing from active keys, and while '5"" touchscreen' is a notable feature, it is not currently active. 'baby monitor' is a salient reusable entity (a product category) that is supported by the fact and should be included. The active key 'zoom' is overly specific and not a reusable entity scope, reducing precision. Recall fails because no salient expected entity (Levano Lila or baby monitor) is active, despite being explicitly supported by the fact."
Qwen3-4B::a9f6b44c::fact_e63322697cc2e51d,Qwen3-4B,a9f6b44c,multi-session,fact_e63322697cc2e51d,"The assistant recommends the OtterBox Defender Series as a rugged case for the iPhone 13 Pro, featuring a multi-layer design with built-in screen protection, protection against drops, dust, and scratches, and priced at $50.",multi_session_active,OtterBox Defender Series | iPhone 13 Pro | screen protector | drop protection | $50,50,True,OtterBox Defender Series | iPhone 13 Pro | screen protector,FAIL,FAIL,high,"The only active entity key is '50', which represents a price—a standalone number not eligible as an expected entity unless it names a specific event. The expected entities 'OtterBox Defender Series', 'iPhone 13 Pro', and 'screen protector' are all explicitly supported by the fact and are reusable, salient entities. However, none of them are active, and the active key '50' is not a valid expected entity scope. Thus, precision fails because the active key is not a supported or useful entity, and recall fails because no salient expected entity is covered by active keys."
Qwen3-4B::e25c3b8d::fact_a6dd927f52da12f3,Qwen3-4B,e25c3b8d,multi-session,fact_a6dd927f52da12f3,"The user acquired a designer handbag at a discounted price, indicating a purchase made at a reduced cost from the original $500 retail price.",multi_session_active,designer handbag | discounted price | original price $500,designer_handbag | discounted_price,True,designer handbag | discounted price | original price $500,PASS,PARTIAL,high,"The active entity 'designer_handbag' is a specific, reusable named product and is supported by the fact. 'discounted_price' is a valid, useful entity scope as it refers to a reduced cost, which is a salient aspect of the transaction. 'original_price_500' is a salient expected entity (as it specifies a named price point tied to a product), but it is not active—it is marked as 'lazy'. Thus, recall is partial. No spurious or unsupported entities are active, so precision is PASS."
Qwen3-4B::129d1232::fact_f53cc1705dc25357,Qwen3-4B,129d1232,multi-session,fact_f53cc1705dc25357,The Grand Ole Opry began featuring Dolly Parton and Loretta Lynn in the 1960s and 1970s as part of its shift toward progressive and contemporary country music.,multi_session_active,Grand Ole Opry | Dolly Parton | Loretta Lynn | 1960s | 1970s | progressive country music,1960s,True,Grand Ole Opry | Dolly Parton | Loretta Lynn,FAIL,FAIL,high,"The only active entity key is '1960s', which is a date and not a salient expected entity. The expected entities 'Grand Ole Opry', 'Dolly Parton', and 'Loretta Lynn' are all explicitly supported by the fact and are reusable, meaningful scopes for long-term memory. However, none of these are active, and the active key '1960s' is not a named entity but a time period. Since the active key does not correspond to any expected entity and the expected entities are not covered, both precision and recall fail. The date '1960s' is not a named event and thus does not qualify as an expected entity."
Qwen3-4B::60036106::fact_119dfde608e3e207,Qwen3-4B,60036106,multi-session,fact_119dfde608e3e207,"The assistant provided a lemon-honey glaze recipe for a strawberry and blueberry tart on May 25, 2023, which includes 1 tablespoon of freshly squeezed lemon juice, 1 tablespoon of honey, and 1/4 cup of powdered sugar.",multi_session_active,lemon-honey glaze | lemon juice | honey | powdered sugar,lemon_juice,True,lemon-honey glaze | lemon juice | honey,PASS,PARTIAL,high,"The active entity 'lemon_juice' is supported by the fact and is a useful long-term memory scope. However, 'lemon-honey glaze' and 'honey' are salient expected entities that are not active, despite being explicitly mentioned and reusable. 'powdered sugar' is also mentioned but not included in expected entities because it is an ingredient without a named or titled identity beyond its common name. The precision is PASS because the active key is valid and useful. Recall is PARTIAL because not all salient expected entities are covered."
Qwen3-4B::gpt4_e05b82a6::fact_34c890105a9613ec,Qwen3-4B,gpt4_e05b82a6,multi-session,fact_34c890105a9613ec,The Revenge of the Mummy rollercoaster at Universal Studios Hollywood features a launch system that accelerates from 0 to 40 mph in 2 seconds.,multi_session_active,Revenge of the Mummy | Universal Studios Hollywood | 40 mph | 2 seconds,universal_studios_hollywood,True,Revenge of the Mummy | Universal Studios Hollywood | 40 mph,PASS,PARTIAL,high,"The active entity 'universal_studios_hollywood' is a valid and useful expected entity. 'Revenge of the Mummy' is a salient named attraction and should be active, but is not. '40 mph' is a specific measurable attribute tied to the ride's performance and qualifies as a reusable entity scope, though it is not active. The precision is PASS because the active key is supported and useful. Recall is PARTIAL because one salient expected entity ('Revenge of the Mummy') is missing from active keys, and another ('40 mph') is also missing despite being a specific, reusable metric."
Qwen3-4B::a9f6b44c::fact_9f7462e433f36c7d,Qwen3-4B,a9f6b44c,multi-session,fact_9f7462e433f36c7d,"The assistant acknowledged that match-fixing and unethical behavior in badminton affect the sport's integrity and undermine fair play on March 20, 2023.",multi_session_active,match-fixing | unethical behavior | integrity | fair play,unethical_behavior,True,match-fixing | unethical behavior | integrity,PASS,PARTIAL,high,"The active entity 'unethical_behavior' is supported by the fact and is a useful long-term memory scope. However, 'match_fixing' and 'integrity' are salient expected entities not covered by active keys, leading to partial recall. 'fair_play' is an attribute or concept rather than a reusable entity scope and is not considered an expected entity. All active keys are supported and useful, so precision is PASS."
Qwen3-4B::2311e44b_abs::fact_97e5fd1bae863af4,Qwen3-4B,2311e44b_abs,multi-session,fact_97e5fd1bae863af4,"The user is mentoring Alex, with a plan to schedule regular 30-minute check-ins and provide weekly guidance and support for tasks and projects.",multi_session_active,Alex | mentoring | check-ins | guidance,alex,True,Alex | mentoring | check-ins,PASS,PARTIAL,high,"The active entity 'alex' is a valid and useful expected entity. 'mentoring' and 'check-ins' are salient expected entities not covered by active keys, so recall is partial. 'guidance' is not a distinct entity but a service aspect of mentoring, so it is not included as a separate expected entity. The active key 'alex' is precise and supported by the fact."
Qwen3-4B::9ee3ecd6::fact_144cf7fe637549a8,Qwen3-4B,9ee3ecd6,multi-session,fact_144cf7fe637549a8,"The assistant recommended Laneige Eye Sleeping Mask as an overnight mask targeting fine lines, wrinkles, and dark circles with peptides, vitamins, and antioxidants on May 21, 2023.",multi_session_active,Laneige Eye Sleeping Mask | peptides | vitamins | antioxidants | fine lines | wrinkles | dark circles,fine_lines,True,Laneige Eye Sleeping Mask | fine lines | dark circles,PASS,PARTIAL,high,"The active entity 'fine_lines' is supported by the fact and is a useful long-term memory scope. 'dark_circles' is also a salient expected entity mentioned in the fact but is not active. 'Laneige Eye Sleeping Mask' is a named product and explicitly supported, yet it is not active. The other entities (peptides, vitamins, antioxidants, wrinkles) are ingredients or attributes, not standalone expected entities. Thus, precision is PASS because the active key is valid and useful. Recall is PARTIAL because two salient expected entities ('dark_circles' and 'Laneige Eye Sleeping Mask') are missing from active keys."
Qwen3-4B::a346bb18::fact_45d5575c94b1d63b,Qwen3-4B,a346bb18,multi-session,fact_45d5575c94b1d63b,"The assistant suggested that local community centers can accommodate groups of 10-12 people with indoor basketball courts, offering amenities such as changing rooms, showers, and parking.",multi_session_active,community centers | indoor basketball courts | changing rooms | showers | parking,community_centers,True,community centers | indoor basketball courts | changing rooms | showers | parking,PASS,PARTIAL,high,"The active entity 'community_centers' is a valid and useful expected entity. However, other salient expected entities such as 'indoor basketball courts', 'changing rooms', 'showers', and 'parking' are not active, despite being explicitly mentioned and potentially useful for long-term memory. The precision is PASS because the active key is supported and useful. Recall is PARTIAL because not all salient expected entities are covered."
Qwen3-4B::1192316e::fact_e4d0eec0015bc361,Qwen3-4B,1192316e,multi-session,fact_e4d0eec0015bc361,"British Airways' business class offers a vast library of content including new releases, classic films, TV shows, music, and podcasts.",multi_session_active,British Airways | content library | movies | TV shows | music | podcasts,british_airways,True,British Airways | content library | TV shows,PASS,PARTIAL,high,"The active entity 'british_airways' is supported and useful. 'content_library' is a salient expected entity but not active, though it is present in the candidate states as 'lazy'. 'TV shows' is a salient expected entity not covered by any active key, though it appears in the extracted and normalized keys. 'movies', 'music', and 'podcasts' are not considered expected entities as they are generic categories rather than specific, reusable entities. The fact supports 'British Airways' as a named organization and 'content library' as a named feature, but 'TV shows' as a titled work category is also salient and should be active. Thus, recall is partial due to missing active coverage of 'TV shows'."
Qwen3-4B::60472f9c::fact_0eec5d45cf792643,Qwen3-4B,60472f9c,multi-session,fact_0eec5d45cf792643,"The assistant recommended Tiny-YOLO as a smaller version of the YOLO object detection model, faster and with fewer parameters than full YOLO, which can be adapted for image classification on resource-constrained microcontrollers.",multi_session_active,Tiny-YOLO | YOLO | object detection | image classification | resource-constrained microcontroller,image_classification | object_detection,True,Tiny-YOLO | YOLO | object detection,PASS,PARTIAL,high,"The active entity keys 'image_classification' and 'object_detection' are both supported by the fact and are useful long-term memory scopes. 'image_classification' is a valid expected entity, but it is not explicitly named as a standalone entity in the fact—rather, it is described as a use case. 'object_detection' is clearly supported and salient. 'Tiny-YOLO' and 'YOLO' are explicitly named models and are expected entities. 'resource_constrained_microcontroller' is a context, not a reusable entity, and thus not an expected entity. The active keys miss 'Tiny-YOLO' and 'YOLO' as active entities, though they are present in the candidate states as lazy. Thus, recall is PARTIAL because not all salient expected entities are active. Precision is PASS because all active keys are valid and useful."
Qwen3-4B::e6041065::fact_d8332eaf3160a663,Qwen3-4B,e6041065,multi-session,fact_d8332eaf3160a663,The user inquired about the value of a 1937 first edition of The Hobbit.,multi_session_active,The Hobbit | 1937 | first edition,first_edition,True,The Hobbit | first edition | 1937,PASS,PARTIAL,high,"The entity 'first_edition' is supported and useful, and 'The Hobbit' is a salient expected entity that is not active (only 'first_edition' is active). The year '1937' is a specific date that names a notable edition and should be considered a salient expected entity, but it is not active. Thus, recall is PARTIAL. Precision is PASS because the active key 'first_edition' is valid and useful. '1937' is not a standalone number but a specific date tied to a named edition, so it qualifies as an expected entity."
Qwen3-4B::b5ef892d::fact_60cd89c2d6421ef2,Qwen3-4B,b5ef892d,multi-session,fact_60cd89c2d6421ef2,"The assistant noted that nitrogen fertilizer use can lead to nitrous oxide (N2O) emissions, a potent greenhouse gas, which contributes to climate change.",multi_session_active,nitrogen fertilizer | nitrous oxide (N2O) | greenhouse gas | climate change,climate_change,True,nitrogen fertilizer | nitrous oxide (N2O) | climate change,PASS,PARTIAL,high,"The active entity 'climate_change' is supported and useful. However, 'nitrogen_fertilizer' and 'nitrous_oxide_n2o' are salient expected entities explicitly mentioned in the fact and are not active, leading to partial recall. 'greenhouse_gas' is a general category and not a specific named entity, so it is not included as an expected entity scope. All active keys are valid and relevant, so precision is PASS."
Qwen3-4B::gpt4_f2262a51::fact_a9cfaa3a6180a2a0,Qwen3-4B,gpt4_f2262a51,multi-session,fact_a9cfaa3a6180a2a0,The assistant recommended that the user should check the availability of Wi-Fi or cell service before heading out to hiking trails or parks in Moffat.,multi_session_active,Wi-Fi | cell service | hiking trails | parks | Moffat,hiking_trails,True,hiking trails | parks | Moffat,PASS,PARTIAL,high,"The active entity 'hiking_trails' is supported and useful. 'parks' and 'Moffat' are salient expected entities not covered by active keys, but 'cell service' and 'wi_fi' are not considered expected entities as they are features/technologies rather than reusable named entities. 'Moffat' is a place and thus qualifies as an expected entity. The active key 'hiking_trails' is precise and relevant, so precision is PASS. However, since 'parks' and 'Moffat' are salient and not active, recall is PARTIAL."
Qwen3-4B::10d9b85a::fact_5921fb572f689dcb,Qwen3-4B,10d9b85a,multi-session,fact_5921fb572f689dcb,"The assistant recommended Todoist as a simple yet powerful task management app that allows creating to-do lists, setting reminders, and tracking progress on May 01, 2023 (Monday) at 06:44 AM UTC+00:00.",multi_session_active,Todoist | to-do lists | reminders | progress tracking,progress_tracking | todoist,True,Todoist | to-do lists | progress tracking,PASS,PARTIAL,high,"The active_entity_keys 'progress_tracking' and 'todoist' are both supported by the fact and are useful long-term memory scopes. 'to-do lists' is a salient expected entity not covered by active keys, though it is mentioned in the fact. 'reminders' is not active but is a valid expected entity; however, its absence does not affect recall since at least one salient entity ('progress_tracking') is covered. The precision is PASS because all active keys are supported and useful. Recall is PARTIAL because not all salient expected entities are active."
Qwen3-4B::d682f1a2::fact_ebf1a9340fdb060d,Qwen3-4B,d682f1a2,multi-session,fact_ebf1a9340fdb060d,"The assistant describes Facebook's Cost Cap bidding strategy as setting a maximum cost per action (CPA) or cost per thousand impressions (CPM), with the algorithm bidding to achieve the lowest possible cost while meeting the target CPA or CPM, as of May 23, 2023.",multi_session_active,Facebook | Cost Cap | CPA | CPM | algorithm,cpm | facebook,True,Facebook | Cost Cap bidding strategy | CPM (cost per thousand impressions),PASS,PARTIAL,high,"The active keys 'cpm' and 'facebook' are both supported by the fact and are useful long-term memory scopes. 'cpm' is a specific metric explicitly mentioned, and 'facebook' is the organization behind the strategy. However, 'Cost Cap bidding strategy'—a key conceptual entity—is not active, though it is salient and central to the fact. 'CPA' is also a salient expected entity not covered by active keys, though it is mentioned. Thus, recall is partial. No spurious or overly generic keys are active, so precision is PASS."
Qwen3-4B::00ca467f::fact_6bc40c4fcabda98f,Qwen3-4B,00ca467f,multi-session,fact_6bc40c4fcabda98f,"The user reported numbness in their left hand starting around March 15, 2023.",multi_session_active,"numbness | left hand | March 15, 2023",left_hand,True,"left hand | numbness | March 15, 2023",PASS,PARTIAL,high,"The active entity 'left_hand' is a valid and useful expected entity. 'numbness' and 'March 15, 2023' are salient expected entities, but only 'left_hand' is active. 'March 15, 2023' is a specific date that names a notable event (onset of symptoms), so it qualifies as an expected entity. The absence of 'numbness' and 'March 15, 2023' in active keys reduces recall, but precision remains high as the active key is supported and useful."
Qwen3-4B::c2ac3c61::fact_679ebb181d9b19c2,Qwen3-4B,c2ac3c61,multi-session,fact_679ebb181d9b19c2,The user had prior practice with David in demonstrating AI-powered software solutions prior to the IoT Expo in Chicago.,multi_session_active,practice | David | AI-powered software solutions,david,True,David | AI-powered software solutions | IoT Expo in Chicago,PASS,PARTIAL,high,"The active entity 'david' is a valid and useful expected entity. 'AI-powered software solutions' is a salient expected entity but not active, and 'IoT Expo in Chicago' is a named event explicitly mentioned and thus a salient expected entity. The active key 'david' is supported and useful, so precision is PASS. However, two salient expected entities ('AI-powered software solutions' and 'IoT Expo in Chicago') are not covered by active keys, so recall is PARTIAL. 'practice' is a generic feature and not a reusable entity scope, so it is not included as an expected entity."
Qwen3-4B::28dc39ac::fact_63c77e5b17744bac,Qwen3-4B,28dc39ac,multi-session,fact_63c77e5b17744bac,"The assistant recommended Gone Home as a game that uses environmental storytelling to explore themes of identity, family, and self-discovery through the narrative of a family's struggles and secrets.",multi_session_active,Gone Home | environmental storytelling | identity | family | self-discovery,environmental_storytelling | gone_home,True,Gone Home | environmental storytelling | family,PASS,PARTIAL,high,"The active_entity_keys 'environmental_storytelling' and 'gone_home' are both supported by the fact and are useful long-term memory scopes. 'family' is a salient expected entity not covered by active keys, though it is mentioned as a theme. 'identity' and 'self-discovery' are thematic elements but are less distinct as reusable entities compared to 'family' and 'environmental storytelling'. The precision is PASS because all active keys are valid and useful. Recall is PARTIAL because one salient expected entity ('family') is missing from active keys."
Qwen3-4B::edced276::fact_0712128ada9093ea,Qwen3-4B,edced276,multi-session,fact_0712128ada9093ea,"The assistant recommended winter (December to February) as a time to visit Japan, noting ski resorts such as Niseko, Hakuba, and Shiga Kogen, and hot springs (onsen) as popular activities, with festivals including Oshogatsu, Seijin no Hi, and Yuki Matsuri.",multi_session_active,winter | Niseko | Hakuba | Shiga Kogen | onsen | Oshogatsu | Seijin no Hi | Yuki Matsuri | Japan,japan,True,Japan | Niseko | Hakuba | Shiga Kogen | onsen | Oshogatsu | Seijin no Hi | Yuki Matsuri,PASS,PARTIAL,high,"The active entity 'japan' is supported and useful. However, several salient expected entities such as Niseko, Hakuba, Shiga Kogen, onsen, Oshogatsu, Seijin no Hi, and Yuki Matsuri are not active despite being explicitly mentioned and semantically relevant. The fact mentions specific ski resorts, onsen, and festivals as key attractions, all of which are reusable, named entities. The current active key set misses multiple salient entities, reducing recall. Precision is not compromised as the single active key is valid and useful."
Qwen3-4B::9ee3ecd6::fact_85e577e10bd20b52,Qwen3-4B,9ee3ecd6,multi-session,fact_85e577e10bd20b52,"The assistant advised smaller companies to prioritize customer feedback by using social media, direct feedback channels, and customer feedback software solutions to gather input efficiently.",multi_session_active,smaller companies | customer feedback | social media | direct feedback | customer feedback software,customer_feedback | social_media,True,customer feedback | social media | customer feedback software,PASS,PARTIAL,high,"The active entity keys 'customer_feedback' and 'social_media' are both supported by the fact and are useful long-term memory scopes. 'customer_feedback_software' is a salient expected entity not covered by active keys, making recall partial. The other entities ('direct feedback', 'smaller companies') are less central to the core advice and not strong candidates for primary memory scope. No unsupported or spurious keys are active, so precision is PASS."
Qwen3-4B::3a704032::fact_d2088aa7046575e1,Qwen3-4B,3a704032,multi-session,fact_d2088aa7046575e1,"The user started reading 'The Seven Husbands of Evelyn Hugo' on January 29th, 2023.",multi_session_active,"The Seven Husbands of Evelyn Hugo | January 29th, 2023",the_seven_husbands_of_evelyn_hugo,True,The Seven Husbands of Evelyn Hugo,PASS,PASS,high,"The only expected entity is the titled work 'The Seven Husbands of Evelyn Hugo', which is correctly identified and active. The date 'January 29th, 2023' is not a named event and thus not an expected entity. The active entity key matches the sole salient expected entity, satisfying both precision and recall."
Qwen3-4B::36b9f61e::fact_113fe109284641b1,Qwen3-4B,36b9f61e,multi-session,fact_113fe109284641b1,"The user planned to provide technical photography tips, including specific camera settings and equipment recommendations, in their blog post on May 30, 2023.",multi_session_active,technical tips | camera settings | equipment recommendations,camera_settings,True,camera settings | equipment recommendations | technical photography tips,PASS,PARTIAL,high,"The active entity 'camera_settings' is a valid and useful expected entity. 'equipment_recommendations' and 'technical_tips' are also salient expected entities but are not active, leading to partial recall. No spurious or unsupported entities are present in active_entity_keys, so precision is PASS. The fact supports all three entities as reusable, specific scopes for long-term memory."
Qwen3-4B::09ba9854_abs::fact_4120239ffece80ef,Qwen3-4B,09ba9854_abs,multi-session,fact_4120239ffece80ef,"The user inquired about a good onsen near Shinjuku on May 28, 2023.",multi_session_active,onsen | Shinjuku | Tokyo,shinjuku | tokyo,True,Shinjuku | Tokyo | onsen,PASS,PASS,high,"All active entity keys ('shinjuku', 'tokyo') are supported by the fact and are salient expected entities. 'onsen' is a salient expected entity but not active; however, it is not required to be active for recall to pass since the active keys cover the primary geographic context. The precision is not compromised as the active keys are relevant and useful. No spurious or overly generic entities are present."
Qwen3-4B::e3038f8c::fact_957443edb419930f,Qwen3-4B,e3038f8c,multi-session,fact_957443edb419930f,The user wants a display and storage system for rare records that protects them from damage and enhances their visual presentation.,multi_session_active,rare records | protection | visual appeal,rare_records,True,rare records | display and storage system | visual presentation,PASS,PARTIAL,high,"The active entity 'rare_records' is supported and useful. 'display and storage system' and 'visual presentation' are salient expected entities not covered by active keys, but 'rare_records' is correctly active. 'protection' and 'visual_appeal' are attributes or qualities, not standalone entities, so they are not expected entity scopes. The system is semantically structured for long-term memory, and the active key aligns with a core reusable entity. Recall is partial because two salient expected entities are missing from active keys."
Qwen3-4B::efc3f7c2::fact_28d2e7d2a63bba7b,Qwen3-4B,efc3f7c2,multi-session,fact_28d2e7d2a63bba7b,"The user expressed interest in organizing a square foot garden layout by dividing it into sections and planting cherry tomatoes with companion plants on May 21, 2023.",multi_session_active,square foot garden layout | cherry tomatoes | companion plants,cherry_tomatoes,True,cherry tomatoes | square foot garden layout | companion plants,PASS,PARTIAL,high,"The active entity 'cherry_tomatoes' is a valid and useful expected entity. 'companion_plants' and 'square_foot_garden_layout' are also salient expected entities supported by the fact, but only 'cherry_tomatoes' is active. Thus, precision is PASS because the active key is supported and useful, but recall is PARTIAL because not all salient expected entities are covered."
Qwen3-4B::gpt4_f2262a51::fact_163a5060eb88b4fb,Qwen3-4B,gpt4_f2262a51,multi-session,fact_163a5060eb88b4fb,"The assistant advised using a wet cleaning method with a sensor cleaning solution and a microfiber cloth to remove stubborn dust or debris from the camera sensor on May 30, 2023.",multi_session_active,sensor cleaning solution | microfiber cloth | camera sensor | dust,camera_sensor | microfiber_cloth,True,camera sensor | microfiber cloth | sensor cleaning solution,PASS,PARTIAL,high,"The active_entity_keys 'camera_sensor' and 'microfiber_cloth' are both supported by the fact and are useful long-term memory scopes. 'sensor_cleaning_solution' is a salient expected entity explicitly mentioned and relevant, but it is not active (marked as 'lazy'), leading to partial recall. 'dust' is an ordinary feature/attribute and not a reusable entity scope, so it is not included in expected_entities. No unsupported or overly generic entities are present in active keys, so precision is PASS."
Qwen3-4B::09ba9854::fact_b5d5490586beb140,Qwen3-4B,09ba9854,multi-session,fact_b5d5490586beb140,"The user planned to reach out to Rachel, a former colleague from the tech conference, to expand their professional network on May 29, 2023.",multi_session_active,Rachel | tech conference | professional network,rachel,True,Rachel | tech conference | professional network,PASS,PARTIAL,high,"The active entity 'rachel' is a valid and useful expected entity. 'tech_conference' and 'professional_network' are salient expected entities not covered by active keys, so recall is partial. No spurious or unsupported keys are active, so precision is PASS. The fact supports all three entities as reusable, meaningful scopes for long-term memory."
Qwen3-4B::37f165cf::fact_59ccf509840b0bac,Qwen3-4B,37f165cf,multi-session,fact_59ccf509840b0bac,"The assistant stated that it does not have the capability to physically create street art on May 23, 2023.",multi_session_active,street art | physical creation,street_art,True,street art | physical creation,PASS,PASS,high,"The active entity 'street_art' correctly captures a salient expected entity. 'physical_creation' is not active but is a valid expected entity; however, since the fact emphasizes the assistant's lack of physical creation capability, and 'street_art' is the primary focus, the active key is both supported and useful. Both expected entities are semantically relevant, and the active key covers one of them. The fact does not support a standalone 'physical creation' as a reusable entity in isolation, but it is still a valid expected entity due to its role in the fact. No spurious or overly generic keys are present. Recall is PASS because the active key 'street_art' covers a salient expected entity, and the context implies the relevance of 'physical creation' even if not active."
Qwen3-4B::9d25d4e0::fact_9d8f35575edfae68,Qwen3-4B,9d25d4e0,multi-session,fact_9d8f35575edfae68,"The user decided to check the RSE website for current deadlines and requirements on May 21, 2023.",multi_session_lazy_only,RSE website | deadlines | requirements,,False,RSE website | deadlines | requirements,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, but the fact explicitly references 'RSE website', 'deadlines', and 'requirements' as salient entities. These are reusable, specific entities (the website as an organization/portal, and the two content types as named informational scopes). Since no active keys are provided, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::81507db6::fact_701d72c31f172a44,Qwen3-4B,81507db6,multi-session,fact_701d72c31f172a44,"Cottbus has a relatively high unemployment rate compared to other regional cities, which remains a challenge for attracting businesses requiring a skilled workforce despite recent declines.",multi_session_lazy_only,Cottbus | unemployment rate | skilled workforce,,False,Cottbus | unemployment rate | skilled workforce,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact and are salient: Cottbus (a place), unemployment rate (a measurable condition), and skilled workforce (a key labor-related concept). However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::27016adc::fact_cc53700863961691,Qwen3-4B,27016adc,multi-session,fact_cc53700863961691,The assistant advised adjusting the seasoning of the sauce to taste during the cooking process.,multi_session_lazy_only,sauce | seasoning | taste,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a general cooking instruction involving adjusting seasoning to taste. None of the extracted or normalized entity keys (sauce, seasoning, taste) represent specific, reusable semantic entities such as named products, places, organizations, or titled works. 'Sauce' and 'seasoning' are generic ingredients, and 'taste' is a sensory attribute, not a named or reusable entity. Since no active entity keys are present and no salient expected entities exist, both precision and recall are not applicable."
Qwen3-4B::157a136e::fact_7756d1e29011dd4f,Qwen3-4B,157a136e,multi-session,fact_7756d1e29011dd4f,"The assistant stated that investing in high-end fashion brands may be worth it if one values high-quality materials, unique designs, craftsmanship, and sustainability on February 05, 2024.",multi_session_lazy_only,high-end fashion brands | quality materials | unique designs | craftsmanship | sustainability,,False,high-end fashion brands | craftsmanship | sustainability,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. The expected entities 'high-end fashion brands', 'craftsmanship', and 'sustainability' are all salient and supported by the fact, but none are active in the entity tree. Therefore, recall fails as no salient expected entity is covered."
Qwen3-4B::c18a7dc8::fact_f6f51df87e745528,Qwen3-4B,c18a7dc8,multi-session,fact_f6f51df87e745528,"The term 'size acceptance' emerged in the 1990s as a more inclusive alternative to 'fat acceptance', emphasizing body diversity beyond weight.",multi_session_lazy_only,size acceptance | 1990s | body diversity | weight,,False,size acceptance | body diversity | 1990s,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities 'size acceptance', 'body diversity', and '1990s' (as a named event period) are not covered by any active keys, resulting in a FAIL for recall. The 1990s is included as an expected entity because it refers to a specific historical period during which the term emerged, making it a named event context."
Qwen3-4B::edced276_abs::fact_8fc13a357828e7be,Qwen3-4B,edced276_abs,multi-session,fact_8fc13a357828e7be,The user aims to finish at least two books per month as a reading goal.,multi_session_lazy_only,two books per month | reading goal,,False,reading goal | two books per month,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly supports two salient expected entities: 'reading goal' and 'two books per month'. Since no expected entity is covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::a08a253f::fact_ad0ec29d80de93a4,Qwen3-4B,a08a253f,multi-session,fact_ad0ec29d80de93a4,"The assistant advised the user to check email service attachment size and file count limits before adding attachments to emails on May 25, 2023.",multi_session_lazy_only,email service | attachment size | attachment quantity,,False,email service | attachment size | attachment quantity,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly references three salient expected entities: 'email service', 'attachment size', and 'attachment quantity'. Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate. The expected entities are clearly supported by the fact and are reusable, specific, and semantically meaningful."
Qwen3-4B::60036106::fact_47b8ee0debeeb0c9,Qwen3-4B,60036106,multi-session,fact_47b8ee0debeeb0c9,"The user expressed concern about packing too many clothes for a future trip to Rome, specifically fearing insufficient clothing options.",multi_session_lazy_only,Rome | packing light | insufficient clothes,,False,Rome | packing light | insufficient clothes,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact mentions 'Rome' as a destination, 'packing light' as a behavior, and 'insufficient clothes' as a concern—each of which qualifies as a salient expected entity. However, since no entity keys are active, neither precision nor recall applies."
