model,qid,question_type,fact_id,fact_text,extracted_entities,normalized_entity_keys,active_entity_keys,candidate_states,audit_stratum,author_expected_entities,author_precision_verdict,author_recall_verdict,author_notes
Qwen3-4B,ad7109d1,single-session-user,fact_5a3f931a48728318,"Arc'teryx has an outlet section with discounted prices on past-season styles, including running shirts, with deals up to 50% off as of May 23, 2023.",Arc'teryx | outlet section | past-season styles | running shirts | 50% off,50_off | arc_teryx | outlet_section | past_season_styles | running_shirts,,50_off:lazy | arc_teryx:lazy | outlet_section:lazy | past_season_styles:lazy | running_shirts:lazy,other_multi_entity,,,,
Qwen3-4B,c8f1aeed,single-session-assistant,fact_cb324b2bd2fc9b65,The assistant advises drinking 7-10 ounces (0.2-0.3 liters) of water every 10-15 minutes during cardio exercise to stay hydrated.,water | 7-10 ounces | 0.2-0.3 liters | every 10-15 minutes | during exercise,0_2_0_3_liters | 7_10_ounces | during_exercise | every_10_15_minutes | water,,0_2_0_3_liters:lazy | 7_10_ounces:lazy | during_exercise:lazy | every_10_15_minutes:lazy | water:lazy,other_multi_entity,,,,
Qwen3-4B,0f05491a,knowledge-update,fact_fc1e33673f9e06e3,"The user inquired about interactive dog toys on July 22, 2023 (Saturday) at 11:29 AM UTC+00:00, specifically mentioning a puzzle toy they saw online but were unsure about its quality.",interactive dog toy | puzzle toy | online sighting,interactive_dog_toy | online_sighting | puzzle_toy,,interactive_dog_toy:lazy | online_sighting:lazy | puzzle_toy:lazy,other_multi_entity,,,,
Qwen3-4B,45dc21b6,knowledge-update,fact_d9466d87c5ce3905,The user plans to upload accompanying images or graphics to the Hootsuite Content Library to pair with poems when scheduling Instagram posts.,images | graphics | poems | Content Library | Instagram,content_library | graphics | images | instagram | poems,instagram,content_library:lazy | graphics:lazy | images:lazy | instagram:active | poems:lazy,other_multi_entity,,,,
Qwen3-4B,8a137a7f,single-session-user,fact_281576f4fa3b4ccf,"The user expressed interest in planning a summer trip to the Swiss National Park to engage in hiking and wildlife observation on May 28, 2023.",summer trip | Swiss National Park | hiking | wildlife,hiking | summer_trip | swiss_national_park | wildlife,,hiking:lazy | summer_trip:lazy | swiss_national_park:lazy | wildlife:lazy,other_multi_entity,,,,
Qwen3-4B,25e5aa4f,single-session-user,fact_fabf9b7becd03859,"The assistant suggests the user evaluate the type of hunting they will be doing—such as dense woods, open fields, or a mix—when choosing a rifle scope.",hunting environment | dense woods | open fields,dense_woods | hunting_environment | open_fields,,dense_woods:lazy | hunting_environment:lazy | open_fields:lazy,other_multi_entity,,,,
Qwen3-4B,06db6396,knowledge-update,fact_721eb4ed8a0887b6,"The course recommends that learners have basic programming skills in a language such as Python, R, or MATLAB, with Python being the primary language used in the course and thus preferred for familiarity or learning.",basic programming skills | Python | R | MATLAB | primary language,basic_programming_skills | matlab | primary_language | python | r,,basic_programming_skills:lazy | matlab:lazy | primary_language:lazy | python:lazy | r:lazy,other_multi_entity,,,,
Qwen3-4B,945e3d21,knowledge-update,fact_8c28b20449de05b5,"The assistant describes The Economist as known for objective and in-depth coverage of complex issues, with well-researched and thought-provoking articles.",The Economist | global news | politics | complex issues,complex_issues | global_news | politics | the_economist,,complex_issues:lazy | global_news:lazy | politics:lazy | the_economist:lazy,other_multi_entity,,,,
Qwen3-4B,3e321797,single-session-assistant,fact_4669502b72257b0c,"The user expressed interest in trying out Habitica to help manage daily routines such as morning exercise and reading on May 22, 2023.",Habitica | morning exercise | reading,habitica | morning_exercise | reading,reading,habitica:lazy | morning_exercise:lazy | reading:active,other_multi_entity,,,,
Qwen3-4B,1e043500,single-session-user,fact_96d57da9cfc24d00,"The user inquired about online resources and tutorials for advanced suspension tuning techniques on May 21, 2023.",suspension tuning | online resources | tutorials,online_resources | suspension_tuning | tutorials,,online_resources:lazy | suspension_tuning:lazy | tutorials:lazy,other_multi_entity,,,,
Qwen3-4B,gpt4_e414231e,temporal-reasoning,fact_d9c091b64f9c6c0d,The assistant recommended Philips Hue as a well-known and popular brand for smart lighting with a user-friendly app and voice control compatibility with Amazon Alexa and Google Assistant.,Philips Hue | Amazon Alexa | Google Assistant,amazon_alexa | google_assistant | philips_hue,amazon_alexa | google_assistant,amazon_alexa:active | google_assistant:active | philips_hue:lazy,temporal_active,,,,
Qwen3-4B,gpt4_f420262d,temporal-reasoning,fact_b10b39c6ada0258d,The user considers staying in Yokohama instead of Tokyo due to its more laid-back atmosphere and accessibility.,Yokohama | Tokyo | laid-back atmosphere,laid_back_atmosphere | tokyo | yokohama,tokyo,laid_back_atmosphere:lazy | tokyo:active | yokohama:lazy,temporal_active,,,,
Qwen3-4B,gpt4_70e84552,temporal-reasoning,fact_54b09f3521af6728,"The assistant advised selecting a watercolor brush with synthetic or natural fibers and a round or flat shape for creating smooth washes on May 25, 2023.",watercolor brush | synthetic fibers | natural fibers | round or flat shape | smooth washes,natural_fibers | round_or_flat_shape | smooth_washes | synthetic_fibers | watercolor_brush,natural_fibers,natural_fibers:active | round_or_flat_shape:lazy | smooth_washes:lazy | synthetic_fibers:lazy | watercolor_brush:lazy,temporal_active,,,,
Qwen3-4B,gpt4_2f56ae70,temporal-reasoning,fact_a917d841957fa914,"The assistant recommended 'Black Mirror' (Netflix) as a show similar to 'Westworld' on May 26, 2023.",Black Mirror | Netflix | Westworld,black_mirror | netflix | westworld,netflix,black_mirror:lazy | netflix:active | westworld:lazy,temporal_active,,,,
Qwen3-4B,gpt4_e061b84g,temporal-reasoning,fact_8d8db94582654ab3,The user sells homemade jam and candles at local markets and is seeking advice on pricing them for the Foodie Fest.,homemade jam | candles | local markets | Foodie Fest,candles | foodie_fest | homemade_jam | local_markets,foodie_fest,candles:lazy | foodie_fest:active | homemade_jam:lazy | local_markets:lazy,temporal_active,,,,
Qwen3-4B,gpt4_1d4ab0c9,temporal-reasoning,fact_2de2f89e0a60e432,"The assistant listed Trello as a project management tool with over 100 integrations, including Google Calendar, Slack, and GitHub, and noted it offers a Power-Up feature for custom integrations, on April 01, 2023 (Saturday) at 10:33 AM UTC+00:00.",Trello | 100 integrations | Google Calendar | Slack | GitHub | Power-Up,100_integrations | github | google_calendar | power_up | slack | trello,github | trello,100_integrations:lazy | github:active | google_calendar:lazy | power_up:lazy | slack:lazy | trello:active,temporal_active,,,,
Qwen3-4B,gpt4_6ed717ea,temporal-reasoning,fact_d6e9760a71ec2113,Melbourne's winter typically runs from June to August with July being the coldest month.,Melbourne winter | June | July | August,august | july | june | melbourne_winter,july,august:lazy | july:active | june:lazy | melbourne_winter:lazy,temporal_active,,,,
Qwen3-4B,b29f3365,temporal-reasoning,fact_96a9bc5a6c6b08f2,"The user expressed interest in table lamps and floor lamps that would create a cozy atmosphere in their room on May 25, 2023.",cozy atmosphere | table lamps | floor lamps,cozy_atmosphere | floor_lamps | table_lamps,cozy_atmosphere | floor_lamps | table_lamps,cozy_atmosphere:active | floor_lamps:active | table_lamps:active,temporal_active,,,,
Qwen3-4B,gpt4_385a5000,temporal-reasoning,fact_bb845a59834bc7fe,"The assistant recommended tossing roasted vegetables with olive oil, salt, and pepper and roasting them until tender and lightly browned on March 10, 2023.",roasted vegetables | olive oil | salt | pepper | oven,olive_oil | oven | pepper | roasted_vegetables | salt,roasted_vegetables,olive_oil:lazy | oven:lazy | pepper:lazy | roasted_vegetables:active | salt:lazy,temporal_active,,,,
Qwen3-4B,gpt4_68e94288,temporal-reasoning,fact_c3498f3d7a3343a8,"The user inquired about low-maintenance plants that can purify air and brighten their living room on February 25, 2023.",plants | air purification | living room,air_purification | living_room | plants,living_room,air_purification:lazy | living_room:active | plants:lazy,temporal_active,,,,
Qwen3-4B,gpt4_2c50253f,temporal-reasoning,fact_038fca3bbbe8316e,"The assistant recommended almond milk for peanut butter banana overnight oats on May 27, 2023, noting it is low in calories, rich in vitamins, and adds a subtle nutty flavor.",almond milk | peanut butter banana overnight oats,almond_milk | peanut_butter_banana_overnight_oats,almond_milk,almond_milk:active | peanut_butter_banana_overnight_oats:lazy,temporal_active,,,,
Qwen3-4B,gpt4_76048e76,temporal-reasoning,fact_28acd8d0efdb98c7,"The assistant described the installation process of the Zagg InvisibleShield as relatively easy but requiring care and attention to detail to ensure a bubble-free application on March 10, 2023.",Zagg InvisibleShield | installation process | bubble-free application,bubble_free_application | installation_process | zagg_invisibleshield,installation_process,bubble_free_application:lazy | installation_process:active | zagg_invisibleshield:lazy,temporal_active,,,,
Qwen3-4B,0bb5a684,temporal-reasoning,fact_7b0392e7023fc6b5,The assistant emphasized the value of attending film festival panels for learning from industry experts and gaining insights into distribution trends.,film festival panels | industry experts | distribution strategies,distribution_strategies | film_festival_panels | industry_experts,industry_experts,distribution_strategies:lazy | film_festival_panels:lazy | industry_experts:active,temporal_active,,,,
Qwen3-4B,8c18457d,temporal-reasoning,fact_64938b4537693808,The assistant recommended 'The Ties That Bind' as a psychological thriller about a woman returning to her hometown to care for her ailing mother and uncovering dark secrets that threaten her family.,The Ties That Bind | Erin Kelly | psychological thriller | hometown | family secrets,erin_kelly | family_secrets | hometown | psychological_thriller | the_ties_that_bind,psychological_thriller,erin_kelly:lazy | family_secrets:lazy | hometown:lazy | psychological_thriller:active | the_ties_that_bind:lazy,temporal_active,,,,
Qwen3-4B,gpt4_2312f94c,temporal-reasoning,fact_a955648d46e13853,The user has a birthday gift card from their sister with a value that is currently unused and intended for purchasing a denim jacket.,birthday gift card | sister | denim jacket,birthday_gift_card | denim_jacket | sister,denim_jacket,birthday_gift_card:lazy | denim_jacket:active | sister:lazy,temporal_active,,,,
Qwen3-4B,2ebe6c90,temporal-reasoning,fact_fbb418f834363a67,The user suggested that a live makeup tutorial on YouTube would be a fantastic way to engage with an audience interested in skincare and beauty routines.,live makeup tutorial | YouTube | skincare | beauty routine,beauty_routine | live_makeup_tutorial | skincare | youtube,youtube,beauty_routine:lazy | live_makeup_tutorial:lazy | skincare:lazy | youtube:active,temporal_active,,,,
Qwen3-4B,gpt4_65aabe59,temporal-reasoning,fact_25fb8e74e724ce02,"The user plans to expand behind-the-scenes content to other social media platforms including Instagram, Twitter, and Facebook after starting on LinkedIn on May 25, 2023.",Instagram | Twitter | Facebook | behind-the-scenes content,behind_the_scenes_content | facebook | instagram | twitter,behind_the_scenes_content | facebook | instagram | twitter,behind_the_scenes_content:active | facebook:active | instagram:active | twitter:active,temporal_active,,,,
Qwen3-4B,2ebe6c90,temporal-reasoning,fact_c79c3d7e39c0ae1f,"The assistant recommended 'The Women in the Castle' by Jessica Shattuck, a novel about three women with unique WWII experiences and their struggles to rebuild lives after the war.",The Women in the Castle | Jessica Shattuck | WWII | three women,jessica_shattuck | the_women_in_the_castle | three_women | wwii,wwii,jessica_shattuck:lazy | the_women_in_the_castle:lazy | three_women:lazy | wwii:active,temporal_active,,,,
Qwen3-4B,0bc8ad92,temporal-reasoning,fact_61e4c109d8025ff5,"The assistant generated a poem about the International Baccalaureate program on December 8, 2022, emphasizing values like critical thinking, global citizenship, and excellence.",International Baccalaureate | critical thinking | global citizenship | excellence,critical_thinking | excellence | global_citizenship | international_baccalaureate,critical_thinking,critical_thinking:active | excellence:lazy | global_citizenship:lazy | international_baccalaureate:lazy,temporal_active,,,,
Qwen3-4B,gpt4_7de946e7,temporal-reasoning,fact_0b3b792df918a37c,"The user recognized a 20% discount on a set of three artisanal soaps purchased at the farmer's market for $15, on or around February 28, 2023.",artisanal soaps | farmer's market | 20% discount | $15,15 | 20_discount | artisanal_soaps | farmer_s_market,farmer_s_market,15:lazy | 20_discount:lazy | artisanal_soaps:lazy | farmer_s_market:active,temporal_active,,,,
Qwen3-4B,gpt4_e414231f,temporal-reasoning,fact_1487ba9dd6470764,The assistant recommended Frontier Co-op's lavender extract as a brand endorsed by Cook's Illustrated for its balanced flavor and aroma.,Frontier Co-op | Cook's Illustrated | lavender extract,cook_s_illustrated | frontier_co_op | lavender_extract,,cook_s_illustrated:lazy | frontier_co_op:lazy | lavender_extract:lazy,temporal_lazy_only,,,,
Qwen3-4B,2ebe6c92,temporal-reasoning,fact_1245dbcf6c3254b7,The user accessed the website ukelessons.com for ukulele lessons and tutorials.,ukelessons.com | ukulele lessons | tutorials,tutorials | ukelessons_com | ukulele_lessons,,tutorials:lazy | ukelessons_com:lazy | ukulele_lessons:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_2f584639,temporal-reasoning,fact_e392d4b9266089ab,The assistant suggests that polycarbonate or Trivex lenses are lightweight and impact-resistant and are a good choice for blue light blocking glasses.,polycarbonate lenses | Trivex lenses | lightweight | impact-resistant,impact_resistant | lightweight | polycarbonate_lenses | trivex_lenses,,impact_resistant:lazy | lightweight:lazy | polycarbonate_lenses:lazy | trivex_lenses:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_6659f151806c6848,The user intends to submit their comic book for grading soon and is curious about the expected grade.,comic book | grading,comic_book | grading,,comic_book:lazy | grading:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_d6585ce8,temporal-reasoning,fact_e542b3966a2d42d1,"The assistant recommended fatty fish including salmon and tuna as anti-inflammatory foods on March 20, 2023.",fatty fish | salmon | tuna,fatty_fish | salmon | tuna,,fatty_fish:lazy | salmon:lazy | tuna:lazy,temporal_lazy_only,,,,
Qwen3-4B,6e984301,temporal-reasoning,fact_5eb46256a5f28e35,Caltech's admissions committee looks beyond academic metrics to identify students who will thrive in the school's rigorous academic environment and contribute to the campus community.,Caltech | rigorous academic environment | campus community,caltech | campus_community | rigorous_academic_environment,,caltech:lazy | campus_community:lazy | rigorous_academic_environment:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_1d80365e,temporal-reasoning,fact_eb503627d9c4b122,"The Venezuelan government, led by President Nicolás Maduro, has been accused of causing and exacerbating the crisis through economic policies, corruption, and authoritarian rule.",Venezuelan government | President Nicolás Maduro | economic policies | corruption | authoritarian rule,authoritarian_rule | corruption | economic_policies | president_nicol_s_maduro | venezuelan_government,,authoritarian_rule:lazy | corruption:lazy | economic_policies:lazy | president_nicol_s_maduro:lazy | venezuelan_government:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_0e1ac9b335c4d859,"The user decided to eat sushi at restaurants instead of preparing it at home on March 14, 2023.",sushi | restaurant | home preparation,home_preparation | restaurant | sushi,,home_preparation:lazy | restaurant:lazy | sushi:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_56e33c2049e15327,"The assistant recommended the film 'The Grand Budapest Hotel' (2014) as a match for 'The French Dispatch' due to its whimsy, nostalgia, and visually stunning cinematography.",The Grand Budapest Hotel | The French Dispatch | Wes Anderson,the_french_dispatch | the_grand_budapest_hotel | wes_anderson,,the_french_dispatch:lazy | the_grand_budapest_hotel:lazy | wes_anderson:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_f74fd3ff496bac3a,"The assistant provided examples of popular beach resort locations including Myrtle Beach, Hilton Head, and Waikiki Beach on March 15, 2023 (Wednesday) at 18:31:09 UTC+00:00.",Myrtle Beach | Hilton Head | Waikiki Beach,hilton_head | myrtle_beach | waikiki_beach,,hilton_head:lazy | myrtle_beach:lazy | waikiki_beach:lazy,temporal_lazy_only,,,,
Qwen3-4B,0bc8ad93,temporal-reasoning,fact_a76c842271b37d10,"The assistant stated that supporting diverse voices in media can encourage other outlets to adopt similar practices on February 18, 2023.",media outlets | diverse voices | inclusion | practices,diverse_voices | inclusion | media_outlets | practices,,diverse_voices:lazy | inclusion:lazy | media_outlets:lazy | practices:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_0b2f1d21,temporal-reasoning,fact_22e55afd50407939,The assistant noted that larger frets placed closer together improve finger movement and increase the playability of a bass guitar.,fret size | fret spacing | finger movement | playability | bass guitar,bass_guitar | finger_movement | fret_size | fret_spacing | playability,,bass_guitar:lazy | finger_movement:lazy | fret_size:lazy | fret_spacing:lazy | playability:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_2655b836,temporal-reasoning,fact_4ef784afad8527c9,"Mental Health America provides a directory of free and low-cost mental health clinics and resources for individuals dealing with mental illness on April 10, 2023.",Mental Health America | free mental health clinics | mental illness,free_mental_health_clinics | mental_health_america | mental_illness,,free_mental_health_clinics:lazy | mental_health_america:lazy | mental_illness:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_21adecb5,temporal-reasoning,fact_3ac97f7d9ce40b7b,The user visited the 'Impressionist Masters' exhibit at the City Art Museum with colleague Rachel from work on Saturday.,Impressionist Masters exhibit | City Art Museum | Rachel,city_art_museum | impressionist_masters_exhibit | rachel,,city_art_museum:lazy | impressionist_masters_exhibit:lazy | rachel:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_fa19884c,temporal-reasoning,fact_e4c346a27f75a34d,"The assistant recommended adding a few drops of lavender essential oil to bathwater and soaking for 20-30 minutes to promote relaxation and improve mood on February 24, 2023.",lavender essential oil | bathwater | soak | relaxation | mood,bathwater | lavender_essential_oil | mood | relaxation | soak,,bathwater:lazy | lavender_essential_oil:lazy | mood:lazy | relaxation:lazy | soak:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_d440058620ba2172,The user asked whether new technologies would make geothermal energy more competitive with natural gas in terms of cost.,new technologies | geothermal energy | natural gas | cost,cost | geothermal_energy | natural_gas | new_technologies,,cost:lazy | geothermal_energy:lazy | natural_gas:lazy | new_technologies:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_ccbe6ebb1c9c021b,"The average score for 'I would recommend others to seek jobs in the Justice Ministry department' was 6.06 out of 7 in 2022, compared to 5.91 in 2020 and 4.59 in the external benchmark.",engagement | willingness to recommend | 6.06 | 2022 | 5.91 | 2020 | 4.59 | external benchmark,4_59 | 5_91 | 6_06 | engagement | external_benchmark | willingness_to_recommend,,4_59:lazy | 5_91:lazy | 6_06:lazy | engagement:lazy | external_benchmark:lazy | willingness_to_recommend:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_9a159967,temporal-reasoning,fact_beb01a183b113ad6,The user spent $800 on a pair of Gucci luxury sneakers in April 2023 as a reward for completing a work project.,Gucci | sneakers | $800 | work project | April 2023,800 | april_2023 | gucci | sneakers | work_project,,800:lazy | april_2023:lazy | gucci:lazy | sneakers:lazy | work_project:lazy,temporal_lazy_only,,,,
Qwen3-4B,9a707b82,temporal-reasoning,fact_8c4e1b3e80e29fea,"The user prioritized exercise and fresh air on weekends, specifically mentioning a 30-minute walk during their lunch break on a weekday.",exercise | fresh air | lunch break | 30-minute walk,30_minute_walk | exercise | fresh_air | lunch_break,,30_minute_walk:lazy | exercise:lazy | fresh_air:lazy | lunch_break:lazy,temporal_lazy_only,,,,
Qwen3-4B,gpt4_4929293a,temporal-reasoning,fact_3a7155282ad1baf3,"The assistant recommended the Black+Decker 5-Cup Coffee Maker with a price range of $15 to $20 on April 11, 2023.",Black+Decker 5-Cup Coffee Maker | price range | drip coffee maker,black_decker_5_cup_coffee_maker | drip_coffee_maker | price_range,,black_decker_5_cup_coffee_maker:lazy | drip_coffee_maker:lazy | price_range:lazy,temporal_lazy_only,,,,
