model,method,benchmark,qid,question_type,strict_label,public_label,correct_votes,wrong_votes,complete_repetitions,answer_source
qwen3_30b,lightmem,locomo,conv-49_qa160,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa161,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa162,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa163,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa164,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa165,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa166,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa167,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa168,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa169,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa170,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa171,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa172,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa173,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa174,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa175,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa176,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa177,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa178,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa179,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa180,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa181,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa182,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa183,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa184,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa185,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa186,adversarial,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa187,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa188,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa189,adversarial,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa190,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa191,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa192,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa193,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa194,adversarial,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-49_qa195,adversarial,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa000,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa001,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa002,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa003,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa004,open-ended,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa005,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa006,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa007,open-ended,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa008,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa009,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa010,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa011,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa012,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa013,open-ended,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa014,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa015,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa016,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa017,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa018,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa019,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa020,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa021,open-ended,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa022,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa023,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa024,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa025,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa026,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa027,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa028,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa029,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa030,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa031,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa032,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa033,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa034,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa035,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa036,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa037,open-ended,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa038,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa039,open-ended,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa040,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa041,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa042,open-ended,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa043,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa044,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa045,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa046,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa047,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa048,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa049,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa050,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa051,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa052,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa053,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa054,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa055,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa056,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa057,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa058,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa059,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa060,multi-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa061,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa062,temporal,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa063,multi-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa064,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa065,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa066,multi-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa067,temporal,CORRECT,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa068,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa069,temporal,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa070,temporal,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa071,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa072,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa073,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa074,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa075,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa076,single-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa077,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa078,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa079,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa080,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa081,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa082,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa083,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa084,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa085,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa086,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa087,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa088,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa089,single-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa090,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa091,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa092,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa093,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa094,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa095,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa096,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa097,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa098,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa099,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa100,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa101,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa102,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa103,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa104,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa105,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa106,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa107,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa108,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa109,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa110,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa111,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa112,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa113,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa114,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa115,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa116,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa117,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa118,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa119,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa120,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa121,single-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa122,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa123,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa124,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa125,single-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa126,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa127,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa128,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa129,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa130,single-hop,WRONG,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa131,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa132,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa133,single-hop,WRONG,WRONG,0,1,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa134,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
qwen3_30b,lightmem,locomo,conv-50_qa135,single-hop,CORRECT,CORRECT,1,0,True,MemForestSubmit/benchmark/locomo_per_question_30b.csv:answer_1
