key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::982b5123::fact_f31b8d030336ba57,Qwen3-30B,982b5123,temporal-reasoning,fact_f31b8d030336ba57,The assistant does not have real-time access to current exhibitions or events at art museums and cannot provide up-to-date recommendations.,temporal_lazy_only,assistant | real-time data,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact discusses limitations of the assistant regarding real-time access to museum exhibitions and events. However, no specific person, place, organization, product, work, or named event is explicitly named or supported as a salient entity. The term 'real-time data' is a general capability descriptor, not a reusable semantic entity. Since no expected entities are present and no active keys are provided, both precision and recall are not applicable."
Qwen3-30B::gpt4_b5700ca0::fact_2ac3e94d5d77e6c1,Qwen3-30B,gpt4_b5700ca0,temporal-reasoning,fact_2ac3e94d5d77e6c1,"The assistant recommended 'The Stranger' by Albert Camus on March 24, 2023, describing it as a classic existentialist novel about a man who commits a senseless murder and struggles to find meaning in his life.",temporal_lazy_only,The Stranger | Albert Camus,,The Stranger | Albert Camus,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities 'The Stranger' and 'Albert Camus' are not covered by any active keys, resulting in a FAIL for recall. The fact explicitly supports both as reusable, meaningful entities, and they are not merely attributes or dates."
Qwen3-30B::gpt4_e061b84f::fact_142e5971f9d9cfb8,Qwen3-30B,gpt4_e061b84f,temporal-reasoning,fact_142e5971f9d9cfb8,The assistant suggests an elegant floral cake design with white or cream-colored flowers to complement the sophistication of the Tiffany's necklace.,temporal_lazy_only,elegant floral cake | Tiffany's necklace,,elegant floral cake | Tiffany's necklace,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions two salient entities: 'elegant floral cake' and 'Tiffany's necklace'. Both are reusable, specific, and semantically meaningful. However, no active_entity_keys are present, meaning neither entity is currently active in the memory system. Since both expected entities are salient and neither is covered by active keys, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
Qwen3-30B::gpt4_8279ba03::fact_b6c6d522e9331dd2,Qwen3-30B,gpt4_8279ba03,temporal-reasoning,fact_b6c6d522e9331dd2,The assistant recommends prioritizing gift categories such as birthdays and holidays over 'Just Because Gifts' if overspending occurs in one category.,temporal_lazy_only,birthday gifts | holiday gifts | Just Because Gifts,,birthday gifts | holiday gifts | Just Because Gifts,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions three distinct gift categories as salient expected entities, but none are marked as active. Since the audit stratum is 'temporal_lazy_only', entity activation is not expected, making both verdicts NOT_APPLICABLE."
Qwen3-30B::2ebe6c90::fact_62e0153b8fbc6587,Qwen3-30B,2ebe6c90,temporal-reasoning,fact_62e0153b8fbc6587,"Merit is a key consideration in Indian Army promotions, with officers evaluated on physical fitness, leadership skills, and professional competence.",temporal_lazy_only,Indian Army,,Indian Army | military promotion system | leadership skills,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact mentions 'Indian Army' as a central entity and discusses criteria for promotions, which implies a system of evaluation. 'Military promotion system' is a salient expected entity as it captures the core mechanism described. 'Leadership skills' is a key criterion and thus a relevant expected entity. However, no active_entity_keys are present, so precision and recall cannot be evaluated. The audit stratum indicates a lazy temporal state, which may explain the lack of active keys, but the expected entities are still identifiable from the fact."
Qwen3-30B::gpt4_d6585ce9::fact_a5caed7c51a6dab7,Qwen3-30B,gpt4_d6585ce9,temporal-reasoning,fact_a5caed7c51a6dab7,The assistant advised that it is natural to feel nervous on the first day at a new job and that no one expects perfection from new employees.,temporal_lazy_only,first day at a new job | new employees,,first day at a new job | new employees,NOT_APPLICABLE,FAIL,high,"The fact explicitly supports two salient expected entities: 'first day at a new job' and 'new employees'. However, no active_entity_keys are present, meaning neither entity is currently active in the memory system. Since both expected entities are salient and none are covered by active keys, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate for correctness or usefulness."
Qwen3-30B::0bc8ad93::fact_2796caa981a3a7f9,Qwen3-30B,0bc8ad93,temporal-reasoning,fact_2796caa981a3a7f9,The assistant advised the user to stay hydrated by drinking plenty of water or sports drinks in the days leading up to the run and to carry hydration during the run.,temporal_lazy_only,hydration | water | sports drink | during run,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact discusses general advice about hydration in the context of a run, but does not reference any specific, reusable person, place, organization, named product, titled work, or named event. The terms 'hydration', 'water', 'sports drink', and 'during run' are generic concepts or temporal contexts, not distinct, reusable entities. Since no expected entity is semantically salient, neither precision nor recall applies. The audit stratum 'temporal_lazy_only' further indicates that no active entity tree is needed."
Qwen3-30B::6613b389::fact_0701a2e308bfd316,Qwen3-30B,6613b389,temporal-reasoning,fact_0701a2e308bfd316,The assistant recommended Asana as a user-friendly and customizable project management tool suitable for organizing tasks and projects.,temporal_lazy_only,Asana | project management,,Asana | project management,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly supports two salient expected entities: 'Asana' (a named product) and 'project management' (a titled work/category of tools). Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::gpt4_fe651585::fact_993855d582c0f246,Qwen3-30B,gpt4_fe651585,temporal-reasoning,fact_993855d582c0f246,"Dr. Stephanie Carter, principal at Coalfire, stated in March 2023 that federal hiring processes are hindered by excessive red tape, extensive requirements, and lack of access for candidates without insider connections.",temporal_lazy_only,Dr. Stephanie Carter | Coalfire | federal hiring,,Dr. Stephanie Carter | Coalfire | federal hiring processes,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, despite three salient expected entities being explicitly supported by the fact. The absence of active keys means recall fails, as none of the expected entities are covered. Precision is not applicable since there are no active keys to evaluate."
Qwen3-30B::gpt4_74aed68e::fact_694234b4f2b5c511,Qwen3-30B,gpt4_74aed68e,temporal-reasoning,fact_694234b4f2b5c511,"The user expressed interest in visiting Opus One and Silver Oak Cellars in Napa Valley on February 11, 2023.",temporal_lazy_only,Opus One | Silver Oak Cellars | Napa Valley,,Opus One | Silver Oak Cellars | Napa Valley,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, all three salient expected entities—Opus One, Silver Oak Cellars, and Napa Valley—are explicitly mentioned in the fact and are reusable, specific entities. Since none are active, recall fails. The audit stratum indicates a 'temporal_lazy_only' context, but the entities are still semantically salient and should be captured."
Qwen3-30B::gpt4_98f46fc6::fact_3dc04310fdce1bf7,Qwen3-30B,gpt4_98f46fc6,temporal-reasoning,fact_3dc04310fdce1bf7,"The assistant recommended GoFundMe Charity as a platform for charity fundraising with a large community, team fundraising, and event registration features.",temporal_lazy_only,GoFundMe Charity,,GoFundMe Charity | charity fundraising platform | team fundraising feature,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'GoFundMe Charity' as a platform for charity fundraising with specific features. The expected entity 'GoFundMe Charity' is salient and reusable. 'charity fundraising platform' and 'team fundraising feature' are also salient as they represent key functional aspects of the platform. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
Qwen3-30B::gpt4_f49edff3::fact_d0954604a7f45b89,Qwen3-30B,gpt4_f49edff3,temporal-reasoning,fact_d0954604a7f45b89,"The assistant advises protecting herb plants from intense afternoon sun, especially basil and mint, by using a sheer curtain or providing shade.",temporal_lazy_only,basil | mint | afternoon sun,,basil | mint | afternoon sun,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient expected entities: basil, mint, and afternoon sun. Since no entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::a96c20ee::fact_b1ccc4cd2df6dba2,Qwen3-4B,a96c20ee,multi-session,fact_b1ccc4cd2df6dba2,"The assistant listed the Levano Lila as a high-end baby monitor with a 5"" touchscreen, wide-angle lens, remote pan/tilt, zoom, temperature sensors, humidity tracking, and a built-in music player on May 22, 2023.",multi_session_active,"Levano Lila | 5"" touchscreen | wide-angle lens | remote pan/tilt | zoom | temperature sensors | humidity tracking | music player",zoom,"Levano Lila | baby monitor | 5"" touchscreen",PASS,PARTIAL,high,"The active entity 'zoom' is supported by the fact and is a useful attribute of the Levano Lila, but it is not a salient expected entity on its own. The expected entities 'Levano Lila' and 'baby monitor' are clearly salient and explicitly mentioned. '5"" touchscreen' is also a key feature that qualifies as a reusable entity scope. However, 'zoom' alone does not capture the full scope of the product or its core identity. The recall is partial because 'Levano Lila' and 'baby monitor' are not active, despite being expected entities. '5"" touchscreen' is not active either, though it is a valid expected entity. Precision is PASS because the active key 'zoom' is both supported and useful."
Qwen3-4B::a9f6b44c::fact_e63322697cc2e51d,Qwen3-4B,a9f6b44c,multi-session,fact_e63322697cc2e51d,"The assistant recommends the OtterBox Defender Series as a rugged case for the iPhone 13 Pro, featuring a multi-layer design with built-in screen protection, protection against drops, dust, and scratches, and priced at $50.",multi_session_active,OtterBox Defender Series | iPhone 13 Pro | screen protector | drop protection | $50,50,OtterBox Defender Series | iPhone 13 Pro | screen protector,FAIL,FAIL,high,"The only active entity key is '50', which represents a price—a standalone number not eligible as an expected entity unless it names a specific event. The expected entities 'OtterBox Defender Series', 'iPhone 13 Pro', and 'screen protector' are all explicitly supported by the fact and are reusable, salient entities. However, none of them are active, resulting in a complete failure in both precision (since the active key is not a valid expected entity) and recall (since no salient expected entity is covered)."
Qwen3-4B::e25c3b8d::fact_a6dd927f52da12f3,Qwen3-4B,e25c3b8d,multi-session,fact_a6dd927f52da12f3,"The user acquired a designer handbag at a discounted price, indicating a purchase made at a reduced cost from the original $500 retail price.",multi_session_active,designer handbag | discounted price | original price $500,designer_handbag | discounted_price,designer handbag | discounted price | original price $500,PASS,PARTIAL,high,"The active entity 'designer_handbag' is a specific, reusable named product and is supported by the fact. 'discounted_price' is a valid, reusable attribute of a purchase and is supported. 'original_price_500' is a salient expected entity because it refers to a specific price point tied to a named product, and the fact explicitly mentions the $500 retail price. However, it is not active (only lazy), so recall is partial. No spurious or unsupported entities are active, so precision is PASS. The fact involves a purchase with a specific product and price context, warranting a full entity tree, so recall is not NOT_APPLICABLE."
Qwen3-4B::129d1232::fact_f53cc1705dc25357,Qwen3-4B,129d1232,multi-session,fact_f53cc1705dc25357,The Grand Ole Opry began featuring Dolly Parton and Loretta Lynn in the 1960s and 1970s as part of its shift toward progressive and contemporary country music.,multi_session_active,Grand Ole Opry | Dolly Parton | Loretta Lynn | 1960s | 1970s | progressive country music,1960s,Grand Ole Opry | Dolly Parton | Loretta Lynn,FAIL,FAIL,high,"The only active entity key is '1960s', which is a standalone date and not a salient expected entity. The expected entities 'Grand Ole Opry', 'Dolly Parton', and 'Loretta Lynn' are all explicitly supported by the fact and are reusable, salient entities. However, none of them are active, resulting in failed recall. Precision fails because the active key '1960s' is not a useful long-term memory scope (it's a date without naming a specific event) and thus is not a valid expected entity. The fact mentions a shift in the Grand Ole Opry's programming during the 1960s and 1970s, but the active key '1960s' alone does not capture the salient entities. Therefore, both precision and recall are failed."
Qwen3-4B::60036106::fact_119dfde608e3e207,Qwen3-4B,60036106,multi-session,fact_119dfde608e3e207,"The assistant provided a lemon-honey glaze recipe for a strawberry and blueberry tart on May 25, 2023, which includes 1 tablespoon of freshly squeezed lemon juice, 1 tablespoon of honey, and 1/4 cup of powdered sugar.",multi_session_active,lemon-honey glaze | lemon juice | honey | powdered sugar,lemon_juice,lemon-honey glaze | lemon juice | honey,PASS,PARTIAL,high,"The active entity 'lemon_juice' is supported by the fact and is a useful long-term memory scope. However, 'lemon-honey glaze' and 'honey' are salient expected entities that are not active, leading to partial recall. 'Powdered sugar' is not included in expected entities as it is an ingredient without standalone significance in this context. The precision is PASS because the only active key is valid and useful."
Qwen3-4B::gpt4_e05b82a6::fact_34c890105a9613ec,Qwen3-4B,gpt4_e05b82a6,multi-session,fact_34c890105a9613ec,The Revenge of the Mummy rollercoaster at Universal Studios Hollywood features a launch system that accelerates from 0 to 40 mph in 2 seconds.,multi_session_active,Revenge of the Mummy | Universal Studios Hollywood | 40 mph | 2 seconds,universal_studios_hollywood,Revenge of the Mummy | Universal Studios Hollywood | rollercoaster launch system,PASS,PARTIAL,high,"The active entity 'universal_studios_hollywood' is supported and useful. 'revenge_of_the_mummy' is a salient expected entity not covered by active keys, though it is mentioned in the fact. '40_mph' and '2_seconds' are attributes/numbers, not expected entities. 'rollercoaster launch system' is a salient conceptual entity implied by the fact's mechanics and would be a useful long-term memory scope, but is not explicitly named. Thus, recall is partial due to one missing salient entity."
Qwen3-4B::a9f6b44c::fact_9f7462e433f36c7d,Qwen3-4B,a9f6b44c,multi-session,fact_9f7462e433f36c7d,"The assistant acknowledged that match-fixing and unethical behavior in badminton affect the sport's integrity and undermine fair play on March 20, 2023.",multi_session_active,match-fixing | unethical behavior | integrity | fair play,unethical_behavior,match-fixing | unethical behavior | integrity,PASS,PARTIAL,high,"The active entity 'unethical_behavior' is supported by the fact and is a useful long-term memory scope. However, 'match_fixing' and 'integrity' are salient expected entities not covered by active keys, leading to partial recall. 'fair_play' is not a named entity but a concept, so it is not considered an expected entity scope. All active keys are relevant and useful, so precision is PASS."
Qwen3-4B::2311e44b_abs::fact_97e5fd1bae863af4,Qwen3-4B,2311e44b_abs,multi-session,fact_97e5fd1bae863af4,"The user is mentoring Alex, with a plan to schedule regular 30-minute check-ins and provide weekly guidance and support for tasks and projects.",multi_session_active,Alex | mentoring | check-ins | guidance,alex,Alex | mentoring | check-ins,PASS,PARTIAL,high,"The active entity 'alex' is a valid and useful expected entity. 'mentoring' and 'check-ins' are salient expected entities not covered by active keys, though 'guidance' is a related but less specific concept. 'check-ins' is a reusable, semantically meaningful entity (30-minute regular meetings), and 'mentoring' is the overarching relationship. The active key 'alex' is precise and supported. Recall is partial because two salient expected entities ('mentoring', 'check-ins') are not active despite being semantically relevant and reusable."
Qwen3-4B::9ee3ecd6::fact_144cf7fe637549a8,Qwen3-4B,9ee3ecd6,multi-session,fact_144cf7fe637549a8,"The assistant recommended Laneige Eye Sleeping Mask as an overnight mask targeting fine lines, wrinkles, and dark circles with peptides, vitamins, and antioxidants on May 21, 2023.",multi_session_active,Laneige Eye Sleeping Mask | peptides | vitamins | antioxidants | fine lines | wrinkles | dark circles,fine_lines,Laneige Eye Sleeping Mask | fine lines | dark circles,PASS,PARTIAL,high,"The active entity 'fine_lines' is supported by the fact and is a useful long-term memory scope. 'dark_circles' is also a salient expected entity mentioned in the fact but is not active. 'Laneige Eye Sleeping Mask' is a named product and a key expected entity, but it is not active. The other entities (peptides, vitamins, antioxidants, wrinkles) are ingredients or attributes, not standalone expected entities. Thus, precision is PASS because the active key is valid and useful. Recall is PARTIAL because two salient expected entities ('dark_circles' and 'Laneige Eye Sleeping Mask') are missing from active keys."
Qwen3-4B::a346bb18::fact_45d5575c94b1d63b,Qwen3-4B,a346bb18,multi-session,fact_45d5575c94b1d63b,"The assistant suggested that local community centers can accommodate groups of 10-12 people with indoor basketball courts, offering amenities such as changing rooms, showers, and parking.",multi_session_active,community centers | indoor basketball courts | changing rooms | showers | parking,community_centers,community centers | indoor basketball courts | changing rooms | showers | parking,PASS,PARTIAL,high,"The active entity 'community_centers' is a valid and useful expected entity supported by the fact. However, other salient expected entities such as 'indoor basketball courts', 'changing rooms', 'showers', and 'parking' are not active, despite being explicitly mentioned and potentially useful for long-term memory. While 'community_centers' is correctly active, the failure to activate related but distinct amenities reduces recall. No spurious or unsupported entities are active, so precision remains PASS."
Qwen3-4B::1192316e::fact_e4d0eec0015bc361,Qwen3-4B,1192316e,multi-session,fact_e4d0eec0015bc361,"British Airways' business class offers a vast library of content including new releases, classic films, TV shows, music, and podcasts.",multi_session_active,British Airways | content library | movies | TV shows | music | podcasts,british_airways,British Airways | content library | TV shows,PASS,PARTIAL,high,"The active entity 'british_airways' is supported and useful. 'content_library' is a salient expected entity but not active, though it is present in the normalized keys and candidate states. 'TV shows' is a salient expected entity not covered by active keys, though it is in the normalized keys. 'movies', 'music', and 'podcasts' are specific content types but are not standalone expected entities unless they name specific works or series; thus, they are not considered salient expected entities on their own. The fact centers on British Airways' content offerings, so 'British Airways' and 'content library' are key expected entities. 'TV shows' is a salient category of content and should be included, but it is not active. Hence, recall is partial."
Qwen3-4B::60472f9c::fact_0eec5d45cf792643,Qwen3-4B,60472f9c,multi-session,fact_0eec5d45cf792643,"The assistant recommended Tiny-YOLO as a smaller version of the YOLO object detection model, faster and with fewer parameters than full YOLO, which can be adapted for image classification on resource-constrained microcontrollers.",multi_session_active,Tiny-YOLO | YOLO | object detection | image classification | resource-constrained microcontroller,image_classification | object_detection,Tiny-YOLO | YOLO | object detection,PASS,PARTIAL,high,"The active entity keys 'image_classification' and 'object_detection' are both supported by the fact and are useful long-term memory scopes. 'image_classification' is a valid expected entity, but it is not explicitly named as a standalone entity in the fact—rather, it is a task enabled by the model. 'object_detection' is a salient expected entity and is correctly active. 'Tiny-YOLO' and 'YOLO' are specific, reusable models explicitly mentioned and are salient expected entities, but only 'YOLO' is partially active (via lazy state). 'resource_constrained_microcontroller' is a context, not a reusable entity, and thus not expected. The missing active key for 'Tiny-YOLO' reduces recall, but the fact does not require it to be active—only that salient entities are covered. Since 'Tiny-YOLO' is a named model and explicitly referenced, it should be considered salient. However, it is not active, so recall is PARTIAL. Precision is PASS because all active keys are valid and useful."
Qwen3-4B::e6041065::fact_d8332eaf3160a663,Qwen3-4B,e6041065,multi-session,fact_d8332eaf3160a663,The user inquired about the value of a 1937 first edition of The Hobbit.,multi_session_active,The Hobbit | 1937 | first edition,first_edition,The Hobbit | first edition | 1937,PASS,PARTIAL,high,"The active entity 'first_edition' is supported and useful. 'The Hobbit' is a salient expected entity but is not active (it is 'lazy'), so recall is partial. '1937' is a specific date that names a notable edition year and thus qualifies as a salient entity, but it is not active. The precision is not compromised as the active key is valid and relevant."
Qwen3-4B::b5ef892d::fact_60cd89c2d6421ef2,Qwen3-4B,b5ef892d,multi-session,fact_60cd89c2d6421ef2,"The assistant noted that nitrogen fertilizer use can lead to nitrous oxide (N2O) emissions, a potent greenhouse gas, which contributes to climate change.",multi_session_active,nitrogen fertilizer | nitrous oxide (N2O) | greenhouse gas | climate change,climate_change,nitrogen fertilizer | nitrous oxide (N2O) | climate change,PASS,PARTIAL,high,"The active entity 'climate_change' is supported and useful. However, 'nitrogen_fertilizer' and 'nitrous_oxide_n2o' are salient expected entities not currently active, though they are present in the candidate states as 'lazy'. The fact explicitly links all three entities, so their inclusion in the expected entities is justified. Precision is PASS because the only active key is valid and relevant. Recall is PARTIAL because not all salient expected entities are active."
Qwen3-4B::gpt4_f2262a51::fact_a9cfaa3a6180a2a0,Qwen3-4B,gpt4_f2262a51,multi-session,fact_a9cfaa3a6180a2a0,The assistant recommended that the user should check the availability of Wi-Fi or cell service before heading out to hiking trails or parks in Moffat.,multi_session_active,Wi-Fi | cell service | hiking trails | parks | Moffat,hiking_trails,hiking trails | parks | Moffat,PASS,PARTIAL,high,"The active entity 'hiking_trails' is supported and useful. 'parks' and 'Moffat' are salient expected entities not covered by active keys, but 'cell service' and 'wi_fi' are attributes/technologies, not standalone entities. 'hiking_trails' is a valid reusable entity scope. The fact emphasizes location-specific considerations (Moffat) and locations (parks, trails), so both 'parks' and 'Moffat' are expected entities. 'hiking_trails' is active, but the others are not, hence partial recall."
Qwen3-4B::10d9b85a::fact_5921fb572f689dcb,Qwen3-4B,10d9b85a,multi-session,fact_5921fb572f689dcb,"The assistant recommended Todoist as a simple yet powerful task management app that allows creating to-do lists, setting reminders, and tracking progress on May 01, 2023 (Monday) at 06:44 AM UTC+00:00.",multi_session_active,Todoist | to-do lists | reminders | progress tracking,progress_tracking | todoist,Todoist | to-do lists | progress tracking,PASS,PARTIAL,high,"The active entity keys 'progress_tracking' and 'todoist' are both supported by the fact and are useful long-term memory scopes. 'to-do lists' is a salient expected entity not covered by active keys, though it is mentioned in the fact. 'reminders' is not active but is a valid expected entity; however, its absence does not affect recall since at least one salient entity ('progress_tracking') is active. The fact mentions 'Todoist' as a named product and 'to-do lists', 'reminders', and 'progress tracking' as core features, but only 'progress_tracking' and 'todoist' are active. Thus, recall is PARTIAL due to one missing salient entity ('to-do lists')."
Qwen3-4B::d682f1a2::fact_ebf1a9340fdb060d,Qwen3-4B,d682f1a2,multi-session,fact_ebf1a9340fdb060d,"The assistant describes Facebook's Cost Cap bidding strategy as setting a maximum cost per action (CPA) or cost per thousand impressions (CPM), with the algorithm bidding to achieve the lowest possible cost while meeting the target CPA or CPM, as of May 23, 2023.",multi_session_active,Facebook | Cost Cap | CPA | CPM | algorithm,cpm | facebook,Facebook | Cost Cap bidding strategy | CPM (cost per thousand impressions),PASS,PARTIAL,high,"The active entity keys 'cpm' and 'facebook' are both supported by the fact and are useful long-term memory scopes. 'CPA' is a salient expected entity not covered by active keys, which explains the PARTIAL recall. 'Cost Cap bidding strategy' is a key conceptual entity not currently active, but the fact explicitly supports it. The algorithm is mentioned but not as a primary entity scope; its inclusion in extracted entities is less central than the bidding strategy itself. No unsupported or overly generic keys are present, so precision is PASS."
Qwen3-4B::00ca467f::fact_6bc40c4fcabda98f,Qwen3-4B,00ca467f,multi-session,fact_6bc40c4fcabda98f,"The user reported numbness in their left hand starting around March 15, 2023.",multi_session_active,"numbness | left hand | March 15, 2023",left_hand,"left hand | numbness | March 15, 2023",PASS,PARTIAL,high,"The active entity 'left_hand' is a valid and useful expected entity. 'numbness' and 'March 15, 2023' are salient expected entities, but only 'left_hand' is active. 'March 15, 2023' is a specific date that names a notable event (onset of symptoms), so it qualifies as an expected entity. 'numbness' is a symptom that may be a reusable clinical entity. The active key 'left_hand' is supported and useful, so precision is PASS. However, since two salient expected entities are not active, recall is PARTIAL."
Qwen3-4B::c2ac3c61::fact_679ebb181d9b19c2,Qwen3-4B,c2ac3c61,multi-session,fact_679ebb181d9b19c2,The user had prior practice with David in demonstrating AI-powered software solutions prior to the IoT Expo in Chicago.,multi_session_active,practice | David | AI-powered software solutions,david,David | AI-powered software solutions | IoT Expo in Chicago,PASS,PARTIAL,high,"The active entity 'david' is a valid and useful expected entity. 'AI-powered software solutions' is a salient expected entity but not active. 'IoT Expo in Chicago' is a named event and thus a salient expected entity, but it is not active. The active entity 'david' is supported and useful, so precision is PASS. However, two salient expected entities are missing from the active keys, so recall is PARTIAL."
Qwen3-4B::28dc39ac::fact_63c77e5b17744bac,Qwen3-4B,28dc39ac,multi-session,fact_63c77e5b17744bac,"The assistant recommended Gone Home as a game that uses environmental storytelling to explore themes of identity, family, and self-discovery through the narrative of a family's struggles and secrets.",multi_session_active,Gone Home | environmental storytelling | identity | family | self-discovery,environmental_storytelling | gone_home,Gone Home | environmental storytelling | family,PASS,PARTIAL,high,"The active_entity_keys 'environmental_storytelling' and 'gone_home' are both supported by the fact and are useful long-term memory scopes. 'family' is a salient expected entity not covered by active keys, though it is mentioned in the context of the narrative. 'identity' and 'self-discovery' are thematic elements but are less distinct as reusable entities compared to the others. The precision is PASS because all active keys are valid and useful. Recall is PARTIAL because one salient expected entity ('family') is missing from active keys."
Qwen3-4B::9d25d4e0::fact_9d8f35575edfae68,Qwen3-4B,9d25d4e0,multi-session,fact_9d8f35575edfae68,"The user decided to check the RSE website for current deadlines and requirements on May 21, 2023.",multi_session_lazy_only,RSE website | deadlines | requirements,,RSE website | deadlines | requirements,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions 'RSE website', 'deadlines', and 'requirements' as salient entities, all of which are expected. However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates a lazy-only state, which may explain the lack of activation."
Qwen3-4B::81507db6::fact_701d72c31f172a44,Qwen3-4B,81507db6,multi-session,fact_701d72c31f172a44,"Cottbus has a relatively high unemployment rate compared to other regional cities, which remains a challenge for attracting businesses requiring a skilled workforce despite recent declines.",multi_session_lazy_only,Cottbus | unemployment rate | skilled workforce,,Cottbus | unemployment rate | skilled workforce,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact and are salient: Cottbus (a place), unemployment rate (a measurable condition), and skilled workforce (a key economic factor). However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::27016adc::fact_cc53700863961691,Qwen3-4B,27016adc,multi-session,fact_cc53700863961691,The assistant advised adjusting the seasoning of the sauce to taste during the cooking process.,multi_session_lazy_only,sauce | seasoning | taste,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a general cooking instruction involving adjusting seasoning to taste. None of the extracted or normalized entities (sauce, seasoning, taste) are specific, reusable, or named entities (e.g., no named dish, product, or event). 'Sauce' and 'seasoning' are generic ingredients/objects, and 'taste' is a sensory attribute. No salient expected entity is present, so no entity scope is warranted. Thus, both precision and recall are not applicable."
Qwen3-4B::157a136e::fact_7756d1e29011dd4f,Qwen3-4B,157a136e,multi-session,fact_7756d1e29011dd4f,"The assistant stated that investing in high-end fashion brands may be worth it if one values high-quality materials, unique designs, craftsmanship, and sustainability on February 05, 2024.",multi_session_lazy_only,high-end fashion brands | quality materials | unique designs | craftsmanship | sustainability,,high-end fashion brands | craftsmanship | sustainability,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'high-end fashion brands', 'craftsmanship', and 'sustainability'. These are reusable, specific entities that form useful long-term memory scopes. 'Quality materials' and 'unique designs' are more attribute-level features and not independently reusable as core entities. Since no expected entities are active, recall fails."
Qwen3-4B::c18a7dc8::fact_f6f51df87e745528,Qwen3-4B,c18a7dc8,multi-session,fact_f6f51df87e745528,"The term 'size acceptance' emerged in the 1990s as a more inclusive alternative to 'fat acceptance', emphasizing body diversity beyond weight.",multi_session_lazy_only,size acceptance | 1990s | body diversity | weight,,size acceptance | body diversity | 1990s,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'size acceptance', 'body diversity', and '1990s' (as a specific time period naming a cultural emergence). Since none of these are active, recall fails. The 'weight' and '1990s' in the extracted entities are not standalone features but are contextually tied to the core entities; '1990s' is a valid event-dating entity here."
Qwen3-4B::edced276_abs::fact_8fc13a357828e7be,Qwen3-4B,edced276_abs,multi-session,fact_8fc13a357828e7be,The user aims to finish at least two books per month as a reading goal.,multi_session_lazy_only,two books per month | reading goal,,reading goal | two books per month,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly supports two salient expected entities: 'reading goal' and 'two books per month'. Since no expected entity is covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::a08a253f::fact_ad0ec29d80de93a4,Qwen3-4B,a08a253f,multi-session,fact_ad0ec29d80de93a4,"The assistant advised the user to check email service attachment size and file count limits before adding attachments to emails on May 25, 2023.",multi_session_lazy_only,email service | attachment size | attachment quantity,,email service | attachment size | attachment quantity,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions three salient expected entities: 'email service', 'attachment size', and 'attachment quantity', all of which are explicitly supported and reusable. However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates a lazy-only state, which may explain the lack of activation."
